:END_ID,:START_ID,:TYPE
Q18553363,Q848371,subclass-of_DsoD
Q212961,Q18553672,subclass-of_DsoD
Q18556141,Q782958,subclass-of_DsoD
Q939364,Q4674171,subclass-of_DsoD
Q1076087,Q18555230,subclass-of_DsoD
Q26494696,Q18554672,subclass-of_DsoD
Q18556454,Q18557261,subclass-of_DsoD
Q18555048,Q5376367,subclass-of_DsoD
Q192102,Q18556950,subclass-of_DsoD
Q18553402,Q18558135,subclass-of_DsoD
Q578994,Q18557865,subclass-of_DsoD
Q128581,Q18556104,subclass-of_DsoD
Q18555400,Q27164461,subclass-of_DsoD
Q208414,Q18555011,subclass-of_DsoD
Q1755122,Q27677735,subclass-of_DsoD
Q1928978,Q1609755,subclass-of_DsoD
Q4667072,Q18554002,subclass-of_DsoD
Q18555315,Q1243807,subclass-of_DsoD
Q7161799,Q1004647,subclass-of_DsoD
Q4165484,Q18557399,subclass-of_DsoD
Q2508462,Q26695315,subclass-of_DsoD
Q5105211,Q18557702,subclass-of_DsoD
Q11072,Q18558109,subclass-of_DsoD
Q18558209,Q676191,subclass-of_DsoD
Q4827018,Q2038371,subclass-of_DsoD
Q662298,Q3357695,subclass-of_DsoD
Q1779300,Q18557453,subclass-of_DsoD
Q219102,Q19000882,subclass-of_DsoD
Q18554938,Q18554794,subclass-of_DsoD
Q18553672,Q18554221,subclass-of_DsoD
Q18554378,Q26492799,subclass-of_DsoD
Q2030989,Q18557038,subclass-of_DsoD
Q7900883,Q18556843,subclass-of_DsoD
Q18554477,Q18556249,subclass-of_DsoD
Q1058608,Q6058392,subclass-of_DsoD
Q3827083,Q28024623,subclass-of_DsoD
Q3281254,Q18556513,subclass-of_DsoD
Q18553613,Q18556000,subclass-of_DsoD
Q18557275,Q27164443,subclass-of_DsoD
Q27429766,Q1075470,subclass-of_DsoD
Q18556619,Q18557640,subclass-of_DsoD
Q922411,Q27674825,subclass-of_DsoD
Q2912193,Q549534,subclass-of_DsoD
Q12202,Q1187697,subclass-of_DsoD
Q18554047,Q18556112,subclass-of_DsoD
Q223911,Q18557993,subclass-of_DsoD
Q18553244,Q18555286,subclass-of_DsoD
Q5518905,Q18556854,subclass-of_DsoD
Q5156409,Q18556615,subclass-of_DsoD
Q1088156,Q18556269,subclass-of_DsoD
Q681817,Q18554198,subclass-of_DsoD
Q1137767,Q18557769,subclass-of_DsoD
Q1875764,Q3556400,subclass-of_DsoD
Q18928094,Q18557502,subclass-of_DsoD
Q18553785,Q18557523,subclass-of_DsoD
Q18555039,Q1437103,subclass-of_DsoD
Q273510,Q18556895,subclass-of_DsoD
Q18557119,Q5459411,subclass-of_DsoD
Q18553310,Q18556839,subclass-of_DsoD
Q18968035,Q18557280,subclass-of_DsoD
Q18553736,Q18554787,subclass-of_DsoD
Q830308,Q18557481,subclass-of_DsoD
Q3882418,Q18554029,subclass-of_DsoD
Q221159,Q11540874,subclass-of_DsoD
Q18555391,Q28024553,subclass-of_DsoD
Q681817,Q18554451,subclass-of_DsoD
Q344873,Q18558142,subclass-of_DsoD
Q283656,Q21505525,subclass-of_DsoD
Q1429863,Q18558028,subclass-of_DsoD
Q1870975,Q147362,subclass-of_DsoD
Q484827,Q18554931,subclass-of_DsoD
Q18553439,Q18554610,subclass-of_DsoD
Q847057,Q18557885,subclass-of_DsoD
Q18554224,Q28024504,subclass-of_DsoD
Q18556010,Q18556148,subclass-of_DsoD
Q356033,Q18554700,subclass-of_DsoD
Q816798,Q275385,subclass-of_DsoD
Q280027,Q1262684,subclass-of_DsoD
Q6708237,Q3041498,subclass-of_DsoD
Q548213,Q18557500,subclass-of_DsoD
Q1294912,Q511372,subclass-of_DsoD
Q18554311,Q500816,subclass-of_DsoD
Q847057,Q18557109,subclass-of_DsoD
Q18556229,Q18557325,subclass-of_DsoD
Q809561,Q576349,subclass-of_DsoD
Q18553985,Q1210303,subclass-of_DsoD
Q2608695,Q18557748,subclass-of_DsoD
Q692536,Q18558024,subclass-of_DsoD
Q504775,Q28024666,subclass-of_DsoD
Q356033,Q18557044,subclass-of_DsoD
Q18556115,Q18556255,subclass-of_DsoD
Q180614,Q18554455,subclass-of_DsoD
Q18553644,Q18557455,subclass-of_DsoD
Q18555055,Q28024713,subclass-of_DsoD
Q578994,Q27674843,subclass-of_DsoD
Q5445898,Q1750471,subclass-of_DsoD
Q1035645,Q18557371,subclass-of_DsoD
Q651223,Q28024512,subclass-of_DsoD
Q18966465,Q5988515,subclass-of_DsoD
Q369157,Q1698867,subclass-of_DsoD
Q18556057,Q15812428,subclass-of_DsoD
Q461854,Q18557846,subclass-of_DsoD
Q18553440,Q18555958,subclass-of_DsoD
Q4959796,Q18557274,subclass-of_DsoD
Q18555950,Q27674958,subclass-of_DsoD
Q18556437,Q1323002,subclass-of_DsoD
Q675311,Q3053945,subclass-of_DsoD
Q4826996,Q28024755,subclass-of_DsoD
Q5442760,Q18553279,subclass-of_DsoD
Q18555315,Q28024702,subclass-of_DsoD
Q369157,Q18557085,subclass-of_DsoD
Q18554955,Q26492797,subclass-of_DsoD
Q175827,Q18557489,subclass-of_DsoD
Q1890194,Q18975539,subclass-of_DsoD
Q3234995,Q1542410,subclass-of_DsoD
Q18553999,Q27674893,subclass-of_DsoD
Q18553213,Q18553282,subclass-of_DsoD
Q35869,Q18557899,subclass-of_DsoD
Q27429766,Q18324719,subclass-of_DsoD
Q18553298,Q18556649,subclass-of_DsoD
Q272741,Q18554676,subclass-of_DsoD
Q18555084,Q18554405,subclass-of_DsoD
Q18557950,Q18556433,subclass-of_DsoD
Q1077603,Q24975487,subclass-of_DsoD
Q1781802,Q28024671,subclass-of_DsoD
Q681817,Q18554798,subclass-of_DsoD
Q7824266,Q18556130,subclass-of_DsoD
Q16927422,Q18553424,subclass-of_DsoD
Q675010,Q18553790,subclass-of_DsoD
Q2989168,Q18557423,subclass-of_DsoD
Q18554691,Q18554523,subclass-of_DsoD
Q27982006,Q18554493,subclass-of_DsoD
Q18557049,Q18554222,subclass-of_DsoD
Q1678281,Q1200268,subclass-of_DsoD
Q35890,Q28065549,subclass-of_DsoD
Q18555943,Q521863,subclass-of_DsoD
Q1928978,Q18555976,subclass-of_DsoD
Q48143,Q18556009,subclass-of_DsoD
Q179630,Q18553959,subclass-of_DsoD
Q18554407,Q18556835,subclass-of_DsoD
Q18556352,Q4118092,subclass-of_DsoD
Q18556527,Q26492827,subclass-of_DsoD
Q133780,Q18553999,subclass-of_DsoD
Q18211751,Q379418,subclass-of_DsoD
Q18555940,Q17152512,subclass-of_DsoD
Q935293,Q556281,subclass-of_DsoD
Q18553361,Q4678337,subclass-of_DsoD
Q18553310,Q18556630,subclass-of_DsoD
Q170082,Q18556451,subclass-of_DsoD
Q18553310,Q26785990,subclass-of_DsoD
Q4684750,Q3725646,subclass-of_DsoD
Q1150378,Q18556137,subclass-of_DsoD
Q4667534,Q18557302,subclass-of_DsoD
Q2879095,Q1756898,subclass-of_DsoD
Q756289,Q28024557,subclass-of_DsoD
Q1334408,Q18554305,subclass-of_DsoD
Q2339038,Q536269,subclass-of_DsoD
Q18553671,Q18553659,subclass-of_DsoD
Q131742,Q18557185,subclass-of_DsoD
Q35890,Q28065602,subclass-of_DsoD
Q28020303,Q18557326,subclass-of_DsoD
Q18554938,Q21505521,subclass-of_DsoD
Q923020,Q18555209,subclass-of_DsoD
Q18554214,Q4771415,subclass-of_DsoD
Q18555948,Q18557816,subclass-of_DsoD
Q1035645,Q18558094,subclass-of_DsoD
Q21082523,Q18557603,subclass-of_DsoD
Q1233526,Q379299,subclass-of_DsoD
Q1266890,Q18554255,subclass-of_DsoD
Q193894,Q18554693,subclass-of_DsoD
Q18556729,Q18557186,subclass-of_DsoD
Q179630,Q3508640,subclass-of_DsoD
Q1433212,Q18555369,subclass-of_DsoD
Q1075470,Q18557463,subclass-of_DsoD
Q18553363,Q18554754,subclass-of_DsoD
Q12135,Q18556338,subclass-of_DsoD
Q4674172,Q28024617,subclass-of_DsoD
Q184559,Q18554959,subclass-of_DsoD
Q18553310,Q6057481,subclass-of_DsoD
Q689985,Q18556116,subclass-of_DsoD
Q18556536,Q18553372,subclass-of_DsoD
Q179630,Q1151507,subclass-of_DsoD
Q18557236,Q11773731,subclass-of_DsoD
Q977787,Q18553358,subclass-of_DsoD
Q18554227,Q2757585,subclass-of_DsoD
Q18557430,Q397554,subclass-of_DsoD
Q651223,Q6823071,subclass-of_DsoD
Q1365309,Q7576386,subclass-of_DsoD
Q18556145,Q5513688,subclass-of_DsoD
Q4667534,Q7573994,subclass-of_DsoD
Q33525,Q18556885,subclass-of_DsoD
Q16918398,Q18554058,subclass-of_DsoD
Q18558067,Q733493,subclass-of_DsoD
Q18555294,Q2552421,subclass-of_DsoD
Q18556189,Q18555969,subclass-of_DsoD
Q578994,Q2017748,subclass-of_DsoD
Q18553440,Q18555177,subclass-of_DsoD
Q18556498,Q26695327,subclass-of_DsoD
Q3667186,Q18557620,subclass-of_DsoD
Q353172,Q3144300,subclass-of_DsoD
Q18556448,Q1607983,subclass-of_DsoD
Q18553927,Q1688222,subclass-of_DsoD
Q4684717,Q18555132,subclass-of_DsoD
Q881811,Q18555363,subclass-of_DsoD
Q861028,Q1345746,subclass-of_DsoD
Q1898141,Q18554043,subclass-of_DsoD
Q5201177,Q1531329,subclass-of_DsoD
Q369148,Q154709,subclass-of_DsoD
Q18556205,Q18556060,subclass-of_DsoD
Q356033,Q18554959,subclass-of_DsoD
Q1334408,Q2028074,subclass-of_DsoD
Q18557050,Q27674849,subclass-of_DsoD
Q11081,Q18556026,subclass-of_DsoD
Q12202,Q320719,subclass-of_DsoD
Q162266,Q838966,subclass-of_DsoD
Q18557142,Q18556072,subclass-of_DsoD
Q1054718,Q4853488,subclass-of_DsoD
Q28065579,Q15731494,subclass-of_DsoD
Q26695607,Q18555067,subclass-of_DsoD
Q18556484,Q3508795,subclass-of_DsoD
Q461854,Q18553831,subclass-of_DsoD
Q7455060,Q27674808,subclass-of_DsoD
Q987319,Q18556078,subclass-of_DsoD
Q4682249,Q18556917,subclass-of_DsoD
Q1474877,Q18554113,subclass-of_DsoD
Q18556445,Q18555205,subclass-of_DsoD
Q4198677,Q939261,subclass-of_DsoD
Q18557971,Q18557276,subclass-of_DsoD
Q18553310,Q28024494,subclass-of_DsoD
Q935710,Q498487,subclass-of_DsoD
Q18556397,Q18557705,subclass-of_DsoD
Q18553643,Q18557311,subclass-of_DsoD
Q1480377,Q18554257,subclass-of_DsoD
Q549534,Q18557852,subclass-of_DsoD
Q18553668,Q18554092,subclass-of_DsoD
Q692536,Q7758678,subclass-of_DsoD
Q18553643,Q18556419,subclass-of_DsoD
Q18553403,Q27677707,subclass-of_DsoD
Q1049655,Q18556536,subclass-of_DsoD
Q18211693,Q1952467,subclass-of_DsoD
Q3339235,Q18558015,subclass-of_DsoD
Q18557149,Q27164460,subclass-of_DsoD
Q18975338,Q1615557,subclass-of_DsoD
Q576349,Q18556445,subclass-of_DsoD
Q18557185,Q2050791,subclass-of_DsoD
Q18554878,Q18558011,subclass-of_DsoD
Q16499,Q18557689,subclass-of_DsoD
Q18556764,Q18557672,subclass-of_DsoD
Q5325633,Q18558227,subclass-of_DsoD
Q7900883,Q18557696,subclass-of_DsoD
Q18558209,Q18556706,subclass-of_DsoD
Q18554617,Q18556965,subclass-of_DsoD
Q826522,Q18557791,subclass-of_DsoD
Q1909343,Q18556476,subclass-of_DsoD
Q18555088,Q18553513,subclass-of_DsoD
Q18556748,Q18557758,subclass-of_DsoD
Q935710,Q27429771,subclass-of_DsoD
Q18554145,Q26492816,subclass-of_DsoD
Q1755122,Q28024632,subclass-of_DsoD
Q133780,Q18557659,subclass-of_DsoD
Q1821559,Q18555149,subclass-of_DsoD
Q18557373,Q18554613,subclass-of_DsoD
Q18553680,Q680873,subclass-of_DsoD
Q76973,Q18556194,subclass-of_DsoD
Q3041498,Q3108582,subclass-of_DsoD
Q675010,Q1335642,subclass-of_DsoD
Q18554914,Q18557019,subclass-of_DsoD
Q18555070,Q18554505,subclass-of_DsoD
Q18554734,Q6556681,subclass-of_DsoD
Q3041498,Q28024622,subclass-of_DsoD
Q18553439,Q5581320,subclass-of_DsoD
Q1054718,Q18553877,subclass-of_DsoD
Q18554530,Q18555388,subclass-of_DsoD
Q742500,Q18557408,subclass-of_DsoD
Q18553309,Q27677794,subclass-of_DsoD
Q18553247,Q18557451,subclass-of_DsoD
Q18554635,Q18556647,subclass-of_DsoD
Q369157,Q18557383,subclass-of_DsoD
Q21503282,Q2988775,subclass-of_DsoD
Q18557992,Q2349546,subclass-of_DsoD
Q18555254,Q18556534,subclass-of_DsoD
Q18557099,Q18557235,subclass-of_DsoD
Q9079046,Q18556057,subclass-of_DsoD
Q18556234,Q18557034,subclass-of_DsoD
Q18556206,Q18556667,subclass-of_DsoD
Q22965491,Q16908143,subclass-of_DsoD
Q18553651,Q18556719,subclass-of_DsoD
Q18556035,Q5613758,subclass-of_DsoD
Q18553742,Q18556962,subclass-of_DsoD
Q18556753,Q1753778,subclass-of_DsoD
Q953049,Q26695332,subclass-of_DsoD
Q18556903,Q18557985,subclass-of_DsoD
Q484797,Q18554477,subclass-of_DsoD
Q179951,Q18556088,subclass-of_DsoD
Q4959796,Q18556768,subclass-of_DsoD
Q18555268,Q18554331,subclass-of_DsoD
Q1125675,Q28065540,subclass-of_DsoD
Q18555258,Q2334877,subclass-of_DsoD
Q2298953,Q994794,subclass-of_DsoD
Q28065591,Q189588,subclass-of_DsoD
Q356033,Q18556882,subclass-of_DsoD
Q18554074,Q3281375,subclass-of_DsoD
Q4674172,Q18553989,subclass-of_DsoD
Q18558209,Q18965552,subclass-of_DsoD
Q18557950,Q2058432,subclass-of_DsoD
Q16918398,Q28024753,subclass-of_DsoD
Q18553647,Q26492835,subclass-of_DsoD
Q18554477,Q18556047,subclass-of_DsoD
Q18555162,Q4597494,subclass-of_DsoD
Q18555150,Q10647237,subclass-of_DsoD
Q18553616,Q18557376,subclass-of_DsoD
Q899726,Q18557031,subclass-of_DsoD
Q18555349,Q18553792,subclass-of_DsoD
Q220322,Q5958740,subclass-of_DsoD
Q3508783,Q3493413,subclass-of_DsoD
Q170990,Q21505494,subclass-of_DsoD
Q5474322,Q556281,subclass-of_DsoD
Q576349,Q2979344,subclass-of_DsoD
Q5325633,Q18557023,subclass-of_DsoD
Q17152566,Q1531338,subclass-of_DsoD
Q18553668,Q188605,subclass-of_DsoD
Q18553439,Q18557690,subclass-of_DsoD
Q8277,Q4833719,subclass-of_DsoD
Q33525,Q574905,subclass-of_DsoD
Q966052,Q26492779,subclass-of_DsoD
Q18553656,Q18557741,subclass-of_DsoD
Q3281254,Q18556598,subclass-of_DsoD
Q3108582,Q18557237,subclass-of_DsoD
Q179630,Q18557695,subclass-of_DsoD
Q18553361,Q18554144,subclass-of_DsoD
Q18556059,Q747735,subclass-of_DsoD
Q1963588,Q1478321,subclass-of_DsoD
Q47912,Q18553616,subclass-of_DsoD
Q18555315,Q28065644,subclass-of_DsoD
Q18555285,Q638729,subclass-of_DsoD
Q12202,Q432396,subclass-of_DsoD
Q651223,Q18553423,subclass-of_DsoD
Q52856,Q18553770,subclass-of_DsoD
Q2610084,Q18556447,subclass-of_DsoD
Q18553310,Q17010866,subclass-of_DsoD
Q2357409,Q18554329,subclass-of_DsoD
Q1755122,Q18554607,subclass-of_DsoD
Q21154080,Q18554542,subclass-of_DsoD
Q223911,Q18556468,subclass-of_DsoD
Q18556238,Q1150299,subclass-of_DsoD
Q681817,Q18557223,subclass-of_DsoD
Q18557257,Q3804555,subclass-of_DsoD
Q1581845,Q18558200,subclass-of_DsoD
Q1194557,Q18554291,subclass-of_DsoD
Q923020,Q17119115,subclass-of_DsoD
Q18555316,Q21124510,subclass-of_DsoD
Q585285,Q5988903,subclass-of_DsoD
Q599683,Q159701,subclass-of_DsoD
Q847583,Q18556434,subclass-of_DsoD
Q18554311,Q19000614,subclass-of_DsoD
Q1758393,Q18557016,subclass-of_DsoD
Q270673,Q18553320,subclass-of_DsoD
Q830308,Q18553552,subclass-of_DsoD
Q928697,Q18555265,subclass-of_DsoD
Q1632552,Q1435223,subclass-of_DsoD
Q16918398,Q282142,subclass-of_DsoD
Q19000841,Q18558050,subclass-of_DsoD
Q41571,Q18557408,subclass-of_DsoD
Q18553990,Q18554625,subclass-of_DsoD
Q28026070,Q1446169,subclass-of_DsoD
Q18557355,Q28024558,subclass-of_DsoD
Q1416773,Q154874,subclass-of_DsoD
Q3041498,Q1815985,subclass-of_DsoD
Q18553501,Q18554201,subclass-of_DsoD
Q5526839,Q18557955,subclass-of_DsoD
Q127724,Q18557835,subclass-of_DsoD
Q3108586,Q18556703,subclass-of_DsoD
Q5532415,Q3589157,subclass-of_DsoD
Q18556809,Q2895354,subclass-of_DsoD
Q470427,Q18553453,subclass-of_DsoD
Q18556700,Q18553460,subclass-of_DsoD
Q1200267,Q657516,subclass-of_DsoD
Q127724,Q26494696,subclass-of_DsoD
Q18557546,Q862872,subclass-of_DsoD
Q18553668,Q18553574,subclass-of_DsoD
Q18554668,Q18554583,subclass-of_DsoD
Q5526839,Q126691,subclass-of_DsoD
Q18554108,Q27674736,subclass-of_DsoD
Q6534949,Q18553998,subclass-of_DsoD
Q899726,Q6663796,subclass-of_DsoD
Q18556754,Q18554110,subclass-of_DsoD
Q18555926,Q19001412,subclass-of_DsoD
Q681817,Q18556803,subclass-of_DsoD
Q2357409,Q21505510,subclass-of_DsoD
Q651223,Q120136,subclass-of_DsoD
Q757749,Q18557428,subclass-of_DsoD
Q18558225,Q661015,subclass-of_DsoD
Q4866181,Q18968035,subclass-of_DsoD
Q18554064,Q18558070,subclass-of_DsoD
Q18554830,Q18557240,subclass-of_DsoD
Q18556450,Q5358728,subclass-of_DsoD
Q18556020,Q18554825,subclass-of_DsoD
Q18553648,Q18554715,subclass-of_DsoD
Q18556619,Q5173263,subclass-of_DsoD
Q271993,Q18557908,subclass-of_DsoD
Q5105211,Q18553662,subclass-of_DsoD
Q21154081,Q26695958,subclass-of_DsoD
Q188297,Q18557588,subclass-of_DsoD
Q18556558,Q18553882,subclass-of_DsoD
Q1141499,Q771310,subclass-of_DsoD
Q708176,Q1150378,subclass-of_DsoD
Q18556057,Q18557654,subclass-of_DsoD
Q18554910,Q18555205,subclass-of_DsoD
Q917447,Q18556935,subclass-of_DsoD
Q40878,Q18556428,subclass-of_DsoD
Q179630,Q18557300,subclass-of_DsoD
Q3281260,Q18556762,subclass-of_DsoD
Q16934669,Q18554520,subclass-of_DsoD
Q18553363,Q18554739,subclass-of_DsoD
Q42982,Q18557715,subclass-of_DsoD
Q18556448,Q18553630,subclass-of_DsoD
Q18554884,Q18556856,subclass-of_DsoD
Q18556834,Q2403156,subclass-of_DsoD
Q18557550,Q6058436,subclass-of_DsoD
Q18556832,Q1433936,subclass-of_DsoD
Q681817,Q18556568,subclass-of_DsoD
Q175827,Q18553607,subclass-of_DsoD
Q5442760,Q18556966,subclass-of_DsoD
Q1153419,Q3199902,subclass-of_DsoD
Q1367782,Q28065607,subclass-of_DsoD
Q461854,Q3368715,subclass-of_DsoD
Q1504713,Q27437077,subclass-of_DsoD
Q18557432,Q18554191,subclass-of_DsoD
Q18558185,Q7850856,subclass-of_DsoD
Q1035645,Q1493513,subclass-of_DsoD
Q17627190,Q576109,subclass-of_DsoD
Q18554550,Q18554343,subclass-of_DsoD
Q18557163,Q5898315,subclass-of_DsoD
Q18555951,Q18556044,subclass-of_DsoD
Q18555107,Q18553657,subclass-of_DsoD
Q899726,Q18556645,subclass-of_DsoD
Q576349,Q18554999,subclass-of_DsoD
Q2619091,Q28065593,subclass-of_DsoD
Q18556020,Q18558000,subclass-of_DsoD
Q179630,Q1778287,subclass-of_DsoD
Q1827425,Q18556934,subclass-of_DsoD
Q790971,Q18553890,subclass-of_DsoD
Q18553785,Q18557905,subclass-of_DsoD
Q949302,Q18554663,subclass-of_DsoD
Q18553759,Q18556563,subclass-of_DsoD
Q2090167,Q2251669,subclass-of_DsoD
Q304601,Q1620193,subclass-of_DsoD
Q18553423,Q79793,subclass-of_DsoD
Q18555956,Q18554444,subclass-of_DsoD
Q353172,Q3508764,subclass-of_DsoD
Q18555170,Q652744,subclass-of_DsoD
Q32446,Q28065597,subclass-of_DsoD
Q18553363,Q18554687,subclass-of_DsoD
Q212961,Q28024598,subclass-of_DsoD
Q5958765,Q18556494,subclass-of_DsoD
Q18556754,Q18556240,subclass-of_DsoD
Q18556927,Q18557884,subclass-of_DsoD
Q7574983,Q18554345,subclass-of_DsoD
Q18557254,Q26492835,subclass-of_DsoD
Q18553561,Q18556822,subclass-of_DsoD
Q18558122,Q1862031,subclass-of_DsoD
Q18556008,Q337604,subclass-of_DsoD
Q18554726,Q18557814,subclass-of_DsoD
Q21082526,Q7113244,subclass-of_DsoD
Q283656,Q18556674,subclass-of_DsoD
Q189588,Q18558175,subclass-of_DsoD
Q27429766,Q18556585,subclass-of_DsoD
Q223911,Q18557539,subclass-of_DsoD
Q8084905,Q2888275,subclass-of_DsoD
Q208414,Q27674898,subclass-of_DsoD
Q18558133,Q18557145,subclass-of_DsoD
Q273510,Q27164442,subclass-of_DsoD
Q18553678,Q673083,subclass-of_DsoD
Q18554978,Q4887962,subclass-of_DsoD
Q272741,Q18554451,subclass-of_DsoD
Q935710,Q18556775,subclass-of_DsoD
Q18556748,Q18558224,subclass-of_DsoD
Q18556019,Q18554049,subclass-of_DsoD
Q18555221,Q1393718,subclass-of_DsoD
Q18558209,Q18556689,subclass-of_DsoD
Q432396,Q18555136,subclass-of_DsoD
Q18554296,Q7562539,subclass-of_DsoD
Q899726,Q18556622,subclass-of_DsoD
Q1429863,Q830308,subclass-of_DsoD
Q18555401,Q2845978,subclass-of_DsoD
Q206901,Q26492838,subclass-of_DsoD
Q18553651,Q361648,subclass-of_DsoD
Q3658380,Q28024534,subclass-of_DsoD
Q179630,Q18556663,subclass-of_DsoD
Q18554886,Q18558211,subclass-of_DsoD
Q1909343,Q18557208,subclass-of_DsoD
Q1758393,Q18553659,subclass-of_DsoD
Q16918398,Q27677676,subclass-of_DsoD
Q18557436,Q4990874,subclass-of_DsoD
Q1200237,Q18555375,subclass-of_DsoD
Q18554878,Q18556868,subclass-of_DsoD
Q690032,Q18554035,subclass-of_DsoD
Q1531991,Q18557006,subclass-of_DsoD
Q18975720,Q18553406,subclass-of_DsoD
Q12174,Q18553948,subclass-of_DsoD
Q18968026,Q18554918,subclass-of_DsoD
Q298230,Q18558212,subclass-of_DsoD
Q933716,Q18554517,subclass-of_DsoD
Q912796,Q7204901,subclass-of_DsoD
Q18557091,Q18555308,subclass-of_DsoD
Q18553785,Q4673758,subclass-of_DsoD
Q861028,Q742500,subclass-of_DsoD
Q18556025,Q657193,subclass-of_DsoD
Q7860879,Q777087,subclass-of_DsoD
Q1811132,Q18965540,subclass-of_DsoD
Q18554922,Q18556914,subclass-of_DsoD
Q19000574,Q17022356,subclass-of_DsoD
Q3801524,Q217519,subclass-of_DsoD
Q18553310,Q18556284,subclass-of_DsoD
Q270673,Q5160454,subclass-of_DsoD
Q134859,Q11081,subclass-of_DsoD
Q2627467,Q21097861,subclass-of_DsoD
Q156103,Q19000455,subclass-of_DsoD
Q3042106,Q18557450,subclass-of_DsoD
Q1364270,Q18975718,subclass-of_DsoD
Q18558050,Q264118,subclass-of_DsoD
Q749409,Q18554171,subclass-of_DsoD
Q605006,Q18555012,subclass-of_DsoD
Q188151,Q18557462,subclass-of_DsoD
Q949302,Q1970052,subclass-of_DsoD
Q272741,Q18557318,subclass-of_DsoD
Q3547899,Q998273,subclass-of_DsoD
Q18556675,Q180614,subclass-of_DsoD
Q18555105,Q18556704,subclass-of_DsoD
Q16678480,Q3011658,subclass-of_DsoD
Q18555947,Q18554147,subclass-of_DsoD
Q681817,Q18555065,subclass-of_DsoD
Q18554948,Q11679861,subclass-of_DsoD
Q18553310,Q18553730,subclass-of_DsoD
Q18555947,Q18554597,subclass-of_DsoD
Q13452408,Q18557555,subclass-of_DsoD
Q3184856,Q18555361,subclass-of_DsoD
Q935710,Q18554024,subclass-of_DsoD
Q18556206,Q1482034,subclass-of_DsoD
Q8084905,Q18557588,subclass-of_DsoD
Q18556221,Q357522,subclass-of_DsoD
Q1928978,Q18554475,subclass-of_DsoD
Q2046550,Q18553335,subclass-of_DsoD
Q1282114,Q18557197,subclass-of_DsoD
Q18556534,Q27674833,subclass-of_DsoD
Q738170,Q19000920,subclass-of_DsoD
Q18556510,Q17028415,subclass-of_DsoD
Q4677938,Q3008595,subclass-of_DsoD
Q12156,Q18556126,subclass-of_DsoD
Q3251367,Q18556356,subclass-of_DsoD
Q18553740,Q3874230,subclass-of_DsoD
Q1324237,Q19297696,subclass-of_DsoD
Q18554870,Q18556951,subclass-of_DsoD
Q18558086,Q5160435,subclass-of_DsoD
Q18558195,Q616088,subclass-of_DsoD
Q18553611,Q826522,subclass-of_DsoD
Q18553657,Q40301,subclass-of_DsoD
Q18557246,Q18556184,subclass-of_DsoD
Q18553654,Q18557916,subclass-of_DsoD
Q18553389,Q5959327,subclass-of_DsoD
Q18558086,Q16944888,subclass-of_DsoD
Q18553310,Q4676432,subclass-of_DsoD
Q18556538,Q1193891,subclass-of_DsoD
Q18556116,Q18554795,subclass-of_DsoD
Q18553219,Q18554894,subclass-of_DsoD
Q1531322,Q27674932,subclass-of_DsoD
Q82504,Q4394144,subclass-of_DsoD
Q1928978,Q4979092,subclass-of_DsoD
Q5518905,Q18555104,subclass-of_DsoD
Q179630,Q18554321,subclass-of_DsoD
Q18553439,Q2619315,subclass-of_DsoD
Q12735648,Q8061303,subclass-of_DsoD
Q21109216,Q27674880,subclass-of_DsoD
Q18555974,Q18556409,subclass-of_DsoD
Q35869,Q18553850,subclass-of_DsoD
Q18556867,Q988405,subclass-of_DsoD
Q18555194,Q18556223,subclass-of_DsoD
Q3251367,Q18555088,subclass-of_DsoD
Q18553680,Q18556951,subclass-of_DsoD
Q9002005,Q4090775,subclass-of_DsoD
Q3392853,Q18557669,subclass-of_DsoD
Q268667,Q3005579,subclass-of_DsoD
Q681817,Q18557550,subclass-of_DsoD
Q8041560,Q27674830,subclass-of_DsoD
Q18555386,Q18557147,subclass-of_DsoD
Q229256,Q18556152,subclass-of_DsoD
Q949302,Q18554274,subclass-of_DsoD
Q861028,Q18556922,subclass-of_DsoD
Q2627467,Q18556597,subclass-of_DsoD
Q1750884,Q18554208,subclass-of_DsoD
Q2300099,Q28024714,subclass-of_DsoD
Q3281254,Q18554968,subclass-of_DsoD
Q18553439,Q2072821,subclass-of_DsoD
Q18555939,Q18553831,subclass-of_DsoD
Q6708277,Q18556022,subclass-of_DsoD
Q18556017,Q18554299,subclass-of_DsoD
Q18556900,Q3076802,subclass-of_DsoD
Q184559,Q28757362,subclass-of_DsoD
Q1334408,Q19597605,subclass-of_DsoD
Q192102,Q18557818,subclass-of_DsoD
Q13452408,Q3825881,subclass-of_DsoD
Q18553656,Q27677609,subclass-of_DsoD
Q1506216,Q28024592,subclass-of_DsoD
Q5334259,Q18553646,subclass-of_DsoD
Q1153419,Q18556514,subclass-of_DsoD
Q18553228,Q18553222,subclass-of_DsoD
Q549534,Q22965446,subclass-of_DsoD
Q2825480,Q18556240,subclass-of_DsoD
Q324464,Q18554316,subclass-of_DsoD
Q1411740,Q3542016,subclass-of_DsoD
Q18971555,Q18967934,subclass-of_DsoD
Q1788314,Q18554491,subclass-of_DsoD
Q27429766,Q21082526,subclass-of_DsoD
Q2044949,Q27674903,subclass-of_DsoD
Q681817,Q18556295,subclass-of_DsoD
Q18556618,Q1522871,subclass-of_DsoD
Q769815,Q804521,subclass-of_DsoD
Q949302,Q18557980,subclass-of_DsoD
