:ID,identifier:String,name:String,:LABEL
Q18026274,Q18026274,GNG11,Gene
Q18045766,Q18045766,IQCH,Gene
Q18042614,Q18042614,NMUR2,Gene
Q18055494,Q18055494,GOLGA6A,Gene
Q18048417,Q18048417,PPP1R3E,Gene
Q18035324,Q18035324,HMGB1P1,Gene
Q18050134,Q18050134,ZDHHC19,Gene
Q18049302,Q18049302,PARD3B,Gene
Q18055609,Q18055609,ZNF860,Gene
Q15316514,Q15316514,KCNN3,Gene
Q18030589,Q18030589,PLG,Gene
Q18042921,Q18042921,RGL3,Gene
Q5264645,Q5264645,DSG2,Gene
Q18025315,Q18025315,B4GALNT1,Gene
Q18052338,Q18052338,C8orf37,Gene
Q18053072,Q18053072,PLBD2,Gene
Q18040175,Q18040175,FKBP11,Gene
Q18053387,Q18053387,TMEM136,Gene
Q18037842,Q18037842,PARS2,Gene
Q18032275,Q18032275,UCP2,Gene
Q18039890,Q18039890,TBX22,Gene
Q18031542,Q18031542,SLC6A11,Gene
Q18047280,Q18047280,SETDB2,Gene
Q18059479,Q18059479,DNAH10OS,Gene
Q18065791,Q18065791,MIR1284,Gene
Q14911899,Q14911899,XRCC1,Gene
Q18046428,Q18046428,NUDT18,Gene
Q18049083,Q18049083,CSPG4P5,Gene
Q17830316,Q17830316,BIRC3,Gene
Q18052014,Q18052014,WDSUB1,Gene
Q18036630,Q18036630,TCF25,Gene
Q18041009,Q18041009,RIN2,Gene
Q18053568,Q18053568,ADGRF2,Gene
Q17916811,Q17916811,EMX2,Gene
Q17859753,Q17859753,CDC25C,Gene
Q18047893,Q18047893,RAB2B,Gene
Q18031657,Q18031657,SOX15,Gene
Q18041300,Q18041300,BIVM,Gene
Q14901468,Q14901468,HSD11B2,Gene
Q18031656,Q18031656,SOX11,Gene
Q18065920,Q18065920,MIR1180,Gene
Q18068439,Q18068439,STX16-NPEPL1,Gene
Q18041463,Q18041463,TMCO3,Gene
Q18041041,Q18041041,FAM105A,Gene
Q18039752,Q18039752,OBP2B,Gene
Q18058270,Q18058270,LOC102724845,Gene
Q18033869,Q18033869,HGS,Gene
Q18032879,Q18032879,OR1D5,Gene
Q18046128,Q18046128,PAGR1,Gene
Q18041687,Q18041687,SLC38A7,Gene
Q18052189,Q18052189,ZNF827,Gene
Q18044892,Q18044892,RPRD1B,Gene
Q18036077,Q18036077,ABHD2,Gene
Q18036165,Q18036165,LDB3,Gene
Q18047256,Q18047256,H2AFB3,Gene
Q18057857,Q18057857,SOHLH1,Gene
Q18031463,Q18031463,TRA2B,Gene
Q18026527,Q18026527,GRINA,Gene
Q18031558,Q18031558,SLC11A1,Gene
Q27074532,Q27074532,LINC02210-CRHR1,Gene
Q18041377,Q18041377,YTHDF1,Gene
Q15323572,Q15323572,TRPM5,Gene
Q18038659,Q18038659,HSPB7,Gene
Q18047448,Q18047448,MFSD7,Gene
Q18051943,Q18051943,DNAJB7,Gene
Q18039560,Q18039560,FAM156A,Gene
Q18058977,Q18058977,DFNB59,Gene
Q20775423,Q20775423,MIR3182,Gene
Q18027169,Q18027169,HOXB7,Gene
Q18049058,Q18049058,XKR4,Gene
Q18045575,Q18045575,RRAGC,Gene
Q18040533,Q18040533,DNAJB11,Gene
Q18041220,Q18041220,FEV,Gene
Q18048598,Q18048598,DSEL,Gene
Q18028588,Q18028588,LLGL2,Gene
Q18053021,Q18053021,POLR3H,Gene
Q18042155,Q18042155,BIN3,Gene
Q20800728,Q20800728,TMEM265,Gene
Q18049828,Q18049828,OR2AJ1,Gene
Q18036631,Q18036631,NINL,Gene
Q18037064,Q18037064,WWC1,Gene
Q18033786,Q18033786,PSTPIP2,Gene
Q18080552,Q18080552,MIR7106,Gene
Q18068563,Q18068563,MIR378D1,Gene
Q17709715,Q17709715,ADCY7,Gene
Q18053380,Q18053380,OR8G5,Gene
Q18053369,Q18053369,ZNF25,Gene
Q14877410,Q14877410,NR3C1,Gene
Q18053747,Q18053747,MCM9,Gene
Q17854035,Q17854035,C1QC,Gene
Q18059055,Q18059055,C8orf58,Gene
Q18058178,Q18058178,MIR9-2,Gene
Q18015280,Q18015280,GSTA2,Gene
Q18045535,Q18045535,MYO1G,Gene
Q20750048,Q20750048,MIR4280,Gene
Q18032762,Q18032762,MKKS,Gene
Q18058018,Q18058018,MIR106A,Gene
Q14903759,Q14903759,BMP5,Gene
Q18033115,Q18033115,MADD,Gene
Q18049870,Q18049870,OR10Z1,Gene
Q18068349,Q18068349,NDUFC2-KCTD14,Gene
Q18045608,Q18045608,STRA6,Gene
Q18055706,Q18055706,LANCL3,Gene
Q18036535,Q18036535,ADNP2,Gene
Q18034701,Q18034701,NUP58,Gene
Q18032852,Q18032852,HIST1H3C,Gene
Q18031547,Q18031547,SLC8A2,Gene
Q14876762,Q14876762,CANX,Gene
Q18053633,Q18053633,RNASEH1,Gene
Q18037594,Q18037594,KCNE4,Gene
Q20768779,Q20768779,MIR4311,Gene
Q18030466,Q18030466,PEX12,Gene
Q18051955,Q18051955,CBWD2,Gene
Q18061029,Q18061029,MIR569,Gene
Q18045698,Q18045698,VPS16,Gene
Q18048904,Q18048904,GLCCI1,Gene
Q18032471,Q18032471,ZNF75A,Gene
Q18037194,Q18037194,ABCA5,Gene
Q18040523,Q18040523,EMCN,Gene
Q18068092,Q18068092,MRLN,Gene
Q18035156,Q18035156,GPHN,Gene
Q18041366,Q18041366,MKS1,Gene
Q18042430,Q18042430,TMPRSS4,Gene
Q18054364,Q18054364,ZNF326,Gene
Q18038202,Q18038202,FBXO22,Gene
Q18041754,Q18041754,RSAD1,Gene
Q18062516,Q18062516,MIR875,Gene
Q18058371,Q18058371,UNC13C,Gene
Q18048927,Q18048927,HENMT1,Gene
Q18030776,Q18030776,PRKCI,Gene
Q18038218,Q18038218,CLDN17,Gene
Q18061903,Q18061903,GTF2H2C_2,Gene
Q18059204,Q18059204,MIR520C,Gene
Q18052337,Q18052337,FAM84B,Gene
Q18042891,Q18042891,NAT14,Gene
Q18046336,Q18046336,KATNBL1,Gene
Q18042972,Q18042972,SELENON,Gene
Q18040957,Q18040957,MRPL39,Gene
Q18050665,Q18050665,LRGUK,Gene
Q18033074,Q18033074,CST7,Gene
Q18027808,Q18027808,IHH,Gene
Q18054861,Q18054861,TUSC5,Gene
Q18046660,Q18046660,PAAF1,Gene
Q18049158,Q18049158,MALSU1,Gene
Q18045790,Q18045790,PLEKHG2,Gene
Q18049079,Q18049079,RNF157,Gene
Q18035993,Q18035993,ASCC3,Gene
Q18030595,Q18030595,FXYD3,Gene
Q18058136,Q18058136,MIR224,Gene
Q18063440,Q18063440,UBE2DNL,Gene
Q18041757,Q18041757,TMA16,Gene
Q18042216,Q18042216,PCDHGC5,Gene
Q18047387,Q18047387,ANKRD27,Gene
Q18041168,Q18041168,WDR74,Gene
Q18056458,Q18056458,C2CD4B,Gene
Q14907462,Q14907462,SLC26A4,Gene
Q18048426,Q18048426,TMEM55B,Gene
Q18051066,Q18051066,DYDC1,Gene
Q18041238,Q18041238,GRAMD1C,Gene
Q18031964,Q18031964,TFF1,Gene
Q18052169,Q18052169,CMC1,Gene
Q18068680,Q18068680,MIR4540,Gene
Q18033273,Q18033273,MYOM1,Gene
Q18041308,Q18041308,FBXL12,Gene
Q18042329,Q18042329,FAM214A,Gene
Q17913996,Q17913996,DIAPH1,Gene
Q18041696,Q18041696,TMEM206,Gene
Q18052492,Q18052492,SAMD15,Gene
Q18047885,Q18047885,DIRC2,Gene
Q18053902,Q18053902,NALCN,Gene
Q18035822,Q18035822,POP4,Gene
Q18068292,Q18068292,POC1B-GALNT4,Gene
Q18029418,Q18029418,MSH3,Gene
Q18047172,Q18047172,PUS3,Gene
Q18032254,Q18032254,UBE2D1,Gene
Q18047068,Q18047068,UNC93B1,Gene
Q18030846,Q18030846,PSG11,Gene
Q18037807,Q18037807,PTPN23,Gene
Q18031054,Q18031054,RBBP4,Gene
Q18046508,Q18046508,GRHL2,Gene
Q18056790,Q18056790,ACCSL,Gene
Q18031589,Q18031589,SLN,Gene
Q14907451,Q14907451,TMPO,Gene
Q14864167,Q14864167,KRT2,Gene
Q18049440,Q18049440,IKBIP,Gene
Q14864139,Q14864139,HMGCR,Gene
Q20764505,Q20764505,MIR3919,Gene
Q18034991,Q18034991,ABCB6,Gene
Q18029688,Q18029688,MX2,Gene
Q18054040,Q18054040,ZNF311,Gene
Q18042596,Q18042596,SMARCAD1,Gene
Q18048001,Q18048001,KIAA1644,Gene
Q18054234,Q18054234,CCDC57,Gene
Q18035107,Q18035107,RNF41,Gene
Q18031752,Q18031752,STAT5B,Gene
Q18042557,Q18042557,AGPAT3,Gene
Q369310,Q369310,GTF2F1,Gene
Q18031002,Q18031002,RABGGTB,Gene
Q18056642,Q18056642,PROB1,Gene
Q18056067,Q18056067,GSTK1,Gene
Q18258120,Q18258120,RFK,Gene
Q18042872,Q18042872,KNL1,Gene
Q18080687,Q18080687,MIR6845,Gene
Q18039945,Q18039945,WDPCP,Gene
Q18075059,Q18075059,MIR6134,Gene
Q14886374,Q14886374,GLA,Gene
Q18055377,Q18055377,ARSI,Gene
Q18052235,Q18052235,MARVELD2,Gene
Q18038125,Q18038125,TCTN3,Gene
Q20768534,Q20768534,MIR4304,Gene
Q18051892,Q18051892,CCDC24,Gene
Q18036510,Q18036510,COPZ1,Gene
Q18039957,Q18039957,NMD3,Gene
Q18038538,Q18038538,RNF11,Gene
Q18056358,Q18056358,NSUN4,Gene
Q18033300,Q18033300,ADAM20,Gene
Q18061226,Q18061226,BHLHA9,Gene
Q20763612,Q20763612,MIR3180-1,Gene
Q18048139,Q18048139,TMEM116,Gene
Q18040074,Q18040074,GPN3,Gene
Q18041602,Q18041602,SDAD1,Gene
Q15323670,Q15323670,TRPV2,Gene
Q18051457,Q18051457,GSG1L,Gene
Q18035327,Q18035327,HMG20B,Gene
Q18080507,Q18080507,MIR5739,Gene
Q18026703,Q18026703,GYPB,Gene
Q18032365,Q18032365,WNT8A,Gene
Q18068072,Q18068072,ELOA3D,Gene
Q18034043,Q18034043,SLC22A8,Gene
Q18046328,Q18046328,ZNF750,Gene
Q18050492,Q18050492,C5orf58,Gene
Q18068458,Q18068458,MIR2681,Gene
Q18053096,Q18053096,PATL2,Gene
Q14912125,Q14912125,ITGA1,Gene
Q18034586,Q18034586,BZW1,Gene
Q18041451,Q18041451,ACSM5,Gene
Q18047447,Q18047447,MYH16,Gene
Q18041351,Q18041351,UHRF1BP1,Gene
Q18028836,Q18028836,MAK,Gene
Q18035074,Q18035074,ABI2,Gene
Q18051463,Q18051463,ZNF785,Gene
Q18051025,Q18051025,C20orf173,Gene
Q18030621,Q18030621,PMS2P1,Gene
Q18041907,Q18041907,STAP2,Gene
Q18041985,Q18041985,TENM3,Gene
Q18041386,Q18041386,ZSCAN32,Gene
Q18041066,Q18041066,PUS7,Gene
Q18061137,Q18061137,INS-IGF2,Gene
Q18039814,Q18039814,COL5A3,Gene
Q18050025,Q18050025,M1AP,Gene
Q18059543,Q18059543,GRXCR2,Gene
Q18031966,Q18031966,TFF3,Gene
Q17916043,Q17916043,EEF2,Gene
Q14897641,Q14897641,SNAP25,Gene
Q18034013,Q18034013,TCEAL1,Gene
Q18060692,Q18060692,ZNF732,Gene
Q18027915,Q18027915,INCENP,Gene
Q17914012,Q17914012,DLG4,Gene
Q18062006,Q18062006,MIR454,Gene
Q18056523,Q18056523,ZNF888,Gene
Q18050465,Q18050465,IL31RA,Gene
Q18036424,Q18036424,PADI2,Gene
Q18058251,Q18058251,DEFB103A,Gene
Q18049102,Q18049102,OSBPL7,Gene
Q18036048,Q18036048,RIPK3,Gene
Q18040217,Q18040217,SPG21,Gene
Q18034652,Q18034652,TOX,Gene
Q18058694,Q18058694,OR2J3,Gene
Q18052308,Q18052308,CCT8L1P,Gene
Q18034083,Q18034083,KCNK6,Gene
Q18057410,Q18057410,SPRED3,Gene
Q18041863,Q18041863,ZNF821,Gene
Q18034659,Q18034659,RAPGEF5,Gene
Q18053073,Q18053073,FAM71C,Gene
Q18034870,Q18034870,AP5Z1,Gene
Q17853828,Q17853828,BTG1,Gene
Q18042099,Q18042099,ARHGAP15,Gene
Q18055793,Q18055793,NIPAL4,Gene
Q18041701,Q18041701,TYW1,Gene
Q18053905,Q18053905,WFDC11,Gene
Q18051991,Q18051991,ARL6IP6,Gene
Q18068335,Q18068335,SYNJ2BP-COX16,Gene
Q20773841,Q20773841,MIR4330,Gene
Q18045572,Q18045572,VSIR,Gene
Q18033449,Q18033449,SAP30,Gene
Q5401840,Q5401840,ESRRG,Gene
Q18031015,Q18031015,RAD51C,Gene
Q18048612,Q18048612,MRPS36,Gene
Q17909993,Q17909993,CRYAA,Gene
Q18047847,Q18047847,ZSCAN10,Gene
Q18042782,Q18042782,COQ8A,Gene
Q18030341,Q18030341,PAK2,Gene
Q18030889,Q18030889,PSME1,Gene
Q18045523,Q18045523,TP53AIP1,Gene
Q18034591,Q18034591,EDEM1,Gene
Q18032417,Q18032417,ZFPL1,Gene
Q18043057,Q18043057,PNMAL2,Gene
Q20970133,Q20970133,BLNK,Gene
Q18047763,Q18047763,CRACR2A,Gene
Q18051842,Q18051842,C1orf52,Gene
Q18027967,Q18027967,EIF3E,Gene
Q18024732,Q18024732,FTL,Gene
Q18032371,Q18032371,WNT9B,Gene
Q18042076,Q18042076,UTP6,Gene
Q18030293,Q18030293,ORC1,Gene
Q17912790,Q17912790,DAPK3,Gene
Q18032821,Q18032821,FZD6,Gene
Q17835285,Q17835285,ATP6AP1,Gene
Q14873998,Q14873998,ABL1,Gene
Q18033881,Q18033881,DGKI,Gene
Q18033289,Q18033289,TNFSF12,Gene
Q18032687,Q18032687,TFPI2,Gene
Q14914591,Q14914591,NCOA2,Gene
Q18042118,Q18042118,BEX1,Gene
Q18037753,Q18037753,TEX40,Gene
Q14912501,Q14912501,FTO,Gene
Q18056080,Q18056080,NCR3LG1,Gene
Q18036518,Q18036518,SCAF8,Gene
Q14864016,Q14864016,LTF,Gene
Q18054317,Q18054317,ZNF844,Gene
Q18036139,Q18036139,CD160,Gene
Q18035904,Q18035904,HCST,Gene
Q18033910,Q18033910,ZMYM4,Gene
Q18052198,Q18052198,MGAT4D,Gene
Q18031006,Q18031006,RAC3,Gene
Q18075170,Q18075170,MIR6758,Gene
Q17915103,Q17915103,DUSP7,Gene
Q18058756,Q18058756,OR2A2,Gene
Q18036423,Q18036423,CA5B,Gene
Q18040113,Q18040113,EMC4,Gene
Q18054113,Q18054113,ANKRD52,Gene
Q18052182,Q18052182,FGD5,Gene
Q18036836,Q18036836,EPB41L3,Gene
Q17854222,Q17854222,VPS51,Gene
Q18031483,Q18031483,SHC1,Gene
Q18059183,Q18059183,MIR497,Gene
Q18067720,Q18067720,MIR3918,Gene
Q18041216,Q18041216,TMED9,Gene
Q18042324,Q18042324,MTFR1L,Gene
Q18055714,Q18055714,DGAT2L6,Gene
Q18053440,Q18053440,RNF152,Gene
Q18068825,Q18068825,MIR4691,Gene
Q17856788,Q17856788,CCNF,Gene
Q18035504,Q18035504,COLEC10,Gene
Q18041628,Q18041628,RIF1,Gene
Q17861256,Q17861256,CENPA,Gene
Q18027287,Q18027287,HRC,Gene
Q18031116,Q18031116,RGS3,Gene
Q18057115,Q18057115,OR2M7,Gene
Q18069374,Q18069374,MIR5681A,Gene
Q18059184,Q18059184,MIR181D,Gene
Q18027442,Q18027442,HTR4,Gene
Q18297185,Q18297185,KIAA1524,Gene
Q18073832,Q18073832,C7orf55-LUC7L2,Gene
Q18054736,Q18054736,NKAIN3,Gene
Q18038772,Q18038772,MOCS3,Gene
Q15327785,Q15327785,NR1D2,Gene
Q18026372,Q18026372,GPR18,Gene
Q18040034,Q18040034,IRAK4,Gene
Q18032802,Q18032802,HIST1H4I,Gene
Q14859580,Q14859580,KLK3,Gene
Q18043035,Q18043035,WDR18,Gene
Q18049959,Q18049959,NEU4,Gene
Q18047521,Q18047521,NOA1,Gene
Q18051489,Q18051489,CD300LG,Gene
Q18075226,Q18075226,MIR6796,Gene
Q18046763,Q18046763,TMEM121,Gene
Q18045951,Q18045951,ZNF655,Gene
Q18053202,Q18053202,CENPV,Gene
Q18032922,Q18032922,LTBP4,Gene
Q14887732,Q14887732,PIK3CD,Gene
Q18031505,Q18031505,STIL,Gene
Q18048281,Q18048281,ERI1,Gene
Q18031688,Q18031688,SPRR2G,Gene
Q18021153,Q18021153,CCNH,Gene
Q18040104,Q18040104,ELOA2,Gene
Q18027423,Q18027423,HTR1B,Gene
Q18080279,Q18080279,MIR6877,Gene
Q18036916,Q18036916,SSPO,Gene
Q18035896,Q18035896,SLC26A1,Gene
Q18031658,Q18031658,SOX12,Gene
Q18036609,Q18036609,SHANK2,Gene
Q18046228,Q18046228,SRD5A3,Gene
Q18048771,Q18048771,LRRC4B,Gene
Q18058567,Q18058567,STPG3,Gene
Q18028241,Q18028241,KDR,Gene
Q18046480,Q18046480,CNTNAP3,Gene
Q18058443,Q18058443,RIMBP3B,Gene
Q18058577,Q18058577,GLRA4,Gene
Q18027037,Q18027037,HMOX2,Gene
Q18068679,Q18068679,MIR4522,Gene
Q18046125,Q18046125,FYCO1,Gene
Q18036150,Q18036150,TBC1D8,Gene
Q18061743,Q18061743,TMEM242,Gene
Q18047210,Q18047210,GUCD1,Gene
Q18050670,Q18050670,SSC4D,Gene
Q18068765,Q18068765,MIR4649,Gene
Q18059210,Q18059210,MIR520D,Gene
Q18061346,Q18061346,D2HGDH,Gene
Q18075145,Q18075145,MIR6743,Gene
Q18052846,Q18052846,ZNF467,Gene
Q18053910,Q18053910,TAS2R39,Gene
Q18054437,Q18054437,IGSF10,Gene
Q18041859,Q18041859,PLXNA3,Gene
Q18036105,Q18036105,TPPP,Gene
Q18031227,Q18031227,RPL5,Gene
Q17912104,Q17912104,CYP4A11,Gene
Q18035182,Q18035182,EFS,Gene
Q18045727,Q18045727,SMURF2,Gene
Q18037257,Q18037257,MAPK8IP2,Gene
Q17854525,Q17854525,CA11,Gene
Q18029528,Q18029528,CYTB,Gene
Q18045810,Q18045810,TTC23,Gene
Q18054154,Q18054154,LINC01588,Gene
Q18040167,Q18040167,PCDH12,Gene
Q18032556,Q18032556,ZFAND5,Gene
Q14913379,Q14913379,ABCC4,Gene
Q18029467,Q18029467,MT1A,Gene
Q18039717,Q18039717,PADI1,Gene
Q18041213,Q18041213,BTN2A3P,Gene
Q18040004,Q18040004,APH1A,Gene
Q18033441,Q18033441,DCAF5,Gene
Q18037821,Q18037821,KBTBD2,Gene
Q18034517,Q18034517,SEC24C,Gene
Q18053053,Q18053053,ANTXRL,Gene
Q18032509,Q18032509,ZNF146,Gene
Q18032662,Q18032662,ALDH5A1,Gene
Q18047861,Q18047861,NFATC2IP,Gene
Q18053229,Q18053229,DNAH12,Gene
Q18041666,Q18041666,TMLHE,Gene
Q18036097,Q18036097,C10orf10,Gene
Q18037228,Q18037228,SUZ12,Gene
Q18058365,Q18058365,GOLGA6L22,Gene
Q18061040,Q18061040,MIR580,Gene
Q18047168,Q18047168,DOHH,Gene
Q17859927,Q17859927,CDH10,Gene
Q18048106,Q18048106,NAV2,Gene
Q18042042,Q18042042,TDP1,Gene
Q18053901,Q18053901,SGMS1,Gene
Q18055145,Q18055145,KRTAP19-1,Gene
Q18068558,Q18068558,MIR4525,Gene
Q18055875,Q18055875,SLCO4C1,Gene
Q18045571,Q18045571,TMBIM1,Gene
Q18058186,Q18058186,MIR98,Gene
Q18048545,Q18048545,NLRP12,Gene
Q18026162,Q18026162,GLS,Gene
Q18046788,Q18046788,LIMD2,Gene
Q18055870,Q18055870,LCE3E,Gene
Q18048911,Q18048911,TMEM54,Gene
Q18060993,Q18060993,MIR548A2,Gene
Q18056417,Q18056417,C11orf96,Gene
Q18061007,Q18061007,MIR551B,Gene
Q17908096,Q17908096,COL6A3,Gene
Q18031404,Q18031404,SCNN1D,Gene
Q18026708,Q18026708,GYPE,Gene
Q18049473,Q18049473,PRR20A,Gene
Q18048114,Q18048114,FGD3,Gene
Q18027395,Q18027395,DNAJC4,Gene
Q18051007,Q18051007,NANP,Gene
Q18052524,Q18052524,RHBDL3,Gene
Q18041424,Q18041424,ODAM,Gene
Q18030611,Q18030611,PNOC,Gene
Q18080623,Q18080623,MIR6734,Gene
Q18049490,Q18049490,PLD4,Gene
Q18036988,Q18036988,PSME4,Gene
Q18053296,Q18053296,VMA21,Gene
Q18038239,Q18038239,HSPB8,Gene
Q18053460,Q18053460,RASGEF1A,Gene
Q18039828,Q18039828,ITSN2,Gene
Q18042934,Q18042934,SLC44A2,Gene
Q18050467,Q18050467,EMB,Gene
Q18056823,Q18056823,OR4D10,Gene
Q18048764,Q18048764,TTYH2,Gene
Q18052344,Q18052344,SEC11B,Gene
Q18026822,Q18026822,HBQ1,Gene
Q18034684,Q18034684,IST1,Gene
Q18047713,Q18047713,USP32,Gene
Q18047221,Q18047221,FAM167A,Gene
Q18034530,Q18034530,PPM1F,Gene
Q18030606,Q18030606,PLXNA2,Gene
Q18031223,Q18031223,RPE65,Gene
Q18059142,Q18059142,C1orf134,Gene
Q18060920,Q18060920,MSMP,Gene
Q18031322,Q18031322,RRAD,Gene
Q18038201,Q18038201,TSPAN17,Gene
Q20970201,Q20970201,CXCL3,Gene
Q18035931,Q18035931,RUNDC3A,Gene
Q18030777,Q18030777,PKN1,Gene
Q18061091,Q18061091,MIR616,Gene
Q17816745,Q17816745,ALDH1A3,Gene
Q18034854,Q18034854,SMG7,Gene
Q18036037,Q18036037,TDRKH,Gene
Q18039791,Q18039791,EHD3,Gene
Q18046114,Q18046114,FCRL2,Gene
Q18043139,Q18043139,NCEH1,Gene
Q14897851,Q14897851,CD40LG,Gene
Q18045895,Q18045895,AACS,Gene
Q17913789,Q17913789,DDX5,Gene
Q18031008,Q18031008,RAD17,Gene
Q18036437,Q18036437,DCTN3,Gene
Q18034559,Q18034559,ZNF516,Gene
Q18042976,Q18042976,ATP10D,Gene
Q18055542,Q18055542,OR6F1,Gene
Q18053172,Q18053172,VWA3B,Gene
Q18035441,Q18035441,SEMA4B,Gene
Q14905630,Q14905630,CYP27A1,Gene
Q17916822,Q17916822,ENO2,Gene
Q18032446,Q18032446,ZNF28,Gene
Q18040719,Q18040719,MYO3A,Gene
Q18027002,Q18027002,HMGB1,Gene
Q18047683,Q18047683,NTNG2,Gene
Q17917670,Q17917670,EVX1,Gene
Q18037237,Q18037237,ANP32C,Gene
Q18061644,Q18061644,SPACA5B,Gene
Q18068185,Q18068185,PPP1R2P1,Gene
Q17916081,Q17916081,EIF2B1,Gene
Q18034874,Q18034874,TMCC2,Gene
Q18055536,Q18055536,AADACL4,Gene
Q18060222,Q18060222,C4orf51,Gene
Q18026722,Q18026722,GZMA,Gene
Q18047225,Q18047225,DYNLRB2,Gene
Q18047344,Q18047344,NACAP1,Gene
Q14904983,Q14904983,CYP11B2,Gene
Q18042884,Q18042884,PARP11,Gene
Q18060173,Q18060173,SPINK8,Gene
Q18032250,Q18032250,UBC,Gene
Q18053912,Q18053912,TAS2R41,Gene
Q18058123,Q18058123,MIR181A1,Gene
Q18049669,Q18049669,ZNF573,Gene
Q18037629,Q18037629,PPIL2,Gene
Q18031810,Q18031810,SYT4,Gene
Q18061323,Q18061323,KRTAP4-8,Gene
Q18045569,Q18045569,NPVF,Gene
Q18048632,Q18048632,PXYLP1,Gene
Q18042374,Q18042374,SLC7A10,Gene
Q18065939,Q18065939,MIR1237,Gene
Q18029487,Q18029487,MT1M,Gene
Q20767208,Q20767208,MISP3,Gene
Q7618726,Q7618726,STOM,Gene
Q18061036,Q18061036,MIR576,Gene
Q18037785,Q18037785,CNOT10,Gene
Q18027216,Q18027216,HOXD8,Gene
Q18034522,Q18034522,FEZ1,Gene
Q18069037,Q18069037,MIR4423,Gene
Q18046363,Q18046363,HPS6,Gene
Q18035895,Q18035895,LILRB1,Gene
Q17913914,Q17913914,DDX11,Gene
Q18030833,Q18030833,PSD,Gene
Q18049317,Q18049317,GPR62,Gene
Q18258483,Q18258483,TBK1,Gene
Q18036619,Q18036619,TRIM32,Gene
Q18031609,Q18031609,SMPD2,Gene
Q18041844,Q18041844,FEM1A,Gene
Q18041573,Q18041573,RBM28,Gene
Q18043117,Q18043117,CGN,Gene
Q18033988,Q18033988,CD83,Gene
Q18032314,Q18032314,VASP,Gene
Q17825538,Q17825538,AMPD3,Gene
Q2989028,Q2989028,ALDH3A2,Gene
Q18046117,Q18046117,NOX5,Gene
Q14864874,Q14864874,PRPH,Gene
Q18041467,Q18041467,TRMT61B,Gene
Q18030524,Q18030524,PHYH,Gene
Q18041142,Q18041142,MINDY2,Gene
Q14864955,Q14864955,SERPINF2,Gene
Q18054410,Q18054410,FAM126B,Gene
Q18032106,Q18032106,CCT3,Gene
Q18031509,Q18031509,SIX1,Gene
Q18049438,Q18049438,NEDD1,Gene
Q18040507,Q18040507,OAZ3,Gene
Q18033960,Q18033960,BCL7C,Gene
Q18034044,Q18034044,COX5A,Gene
Q418634,Q418634,FH,Gene
Q18058590,Q18058590,CDNF,Gene
Q18068791,Q18068791,MIR4746,Gene
Q18030628,Q18030628,EXOSC10,Gene
Q18030289,Q18030289,OR3A1,Gene
Q18053016,Q18053016,SPTSSA,Gene
Q18041968,Q18041968,KDM4D,Gene
Q18038721,Q18038721,TUBGCP4,Gene
Q18054614,Q18054614,PRR18,Gene
Q18030248,Q18030248,OAS1,Gene
Q18062514,Q18062514,MIR892B,Gene
Q18035298,Q18035298,SIRPB1,Gene
Q18049404,Q18049404,OR2D3,Gene
Q18050992,Q18050992,RPL10L,Gene
Q14911916,Q14911916,ITK,Gene
Q18026135,Q18026135,GLDC,Gene
Q18060670,Q18060670,GOLGA8M,Gene
Q18038568,Q18038568,TRMT2A,Gene
Q18035455,Q18035455,IPO8,Gene
Q18048405,Q18048405,ERVH48-1,Gene
Q17862002,Q17862002,CKM,Gene
Q17850045,Q17850045,BNIP2,Gene
Q20750111,Q20750111,MIR4258,Gene
Q3311999,Q3311999,MIR145,Gene
Q18060044,Q18060044,CCDC154,Gene
Q18041753,Q18041753,SLC29A3,Gene
Q18047375,Q18047375,FAM160A2,Gene
Q15332739,Q15332739,TLR10,Gene
Q17910349,Q17910349,CRYGS,Gene
Q18033411,Q18033411,CREG1,Gene
Q18021526,Q18021526,TPP1,Gene
Q18028389,Q18028389,KRT33A,Gene
Q18053508,Q18053508,C6orf89,Gene
Q18040449,Q18040449,METTL13,Gene
Q18045175,Q18045175,SCPEP1,Gene
Q18080804,Q18080804,MIR8084,Gene
Q18049169,Q18049169,ALPK2,Gene
Q18030340,Q18030340,PRDX1,Gene
Q18034374,Q18034374,SPAG7,Gene
Q18048442,Q18048442,ADCK2,Gene
Q18048019,Q18048019,RGS8,Gene
Q18042116,Q18042116,KIZ,Gene
Q18056617,Q18056617,PRR23B,Gene
Q18069328,Q18069328,MIR5691,Gene
Q18052277,Q18052277,CCDC167,Gene
Q18063730,Q18063730,TEN1,Gene
Q18253720,Q18253720,RET,Gene
Q18031077,Q18031077,OPN1LW,Gene
Q18037015,Q18037015,PLCL2,Gene
Q18056085,Q18056085,KRT77,Gene
Q18068549,Q18068549,MIR4421,Gene
Q18048415,Q18048415,TBL1Y,Gene
Q18057711,Q18057711,RAB19,Gene
Q18046935,Q18046935,OR51E2,Gene
Q18029657,Q18029657,MUC2,Gene
Q18047554,Q18047554,ZNF397,Gene
Q18029774,Q18029774,MYLK,Gene
Q18050272,Q18050272,TAMM41,Gene
Q18036962,Q18036962,SLC35D1,Gene
Q18042262,Q18042262,PCDHB14,Gene
Q18060542,Q18060542,SKOR2,Gene
Q18065843,Q18065843,MIR2113,Gene
Q18036010,Q18036010,SLC38A3,Gene
Q18034736,Q18034736,CEP170,Gene
