:START_ID,:END_ID,:TYPE
Q20767065,Q27592554,encodes_GeP
Q21180041,Q21202085,encodes_GeP
Q21180041,Q27591957,encodes_GeP
Q18030313,Q21135435,encodes_GeP
Q18031281,Q21133140,encodes_GeP
Q18031281,Q21150826,encodes_GeP
Q18050347,Q21133121,encodes_GeP
Q18041604,Q21173115,encodes_GeP
Q18038540,Q21118996,encodes_GeP
Q18038540,Q21151010,encodes_GeP
Q18049634,Q21173807,encodes_GeP
Q18055251,Q21150956,encodes_GeP
Q18055251,Q21113491,encodes_GeP
Q18024903,Q423628,encodes_GeP
Q18032238,Q21118519,encodes_GeP
Q18032238,Q21144076,encodes_GeP
Q18051094,Q21119226,encodes_GeP
Q18051863,Q21105557,encodes_GeP
Q18038260,Q21124927,encodes_GeP
Q18042014,Q21100748,encodes_GeP
Q18042014,Q21140431,encodes_GeP
Q18060093,Q21116249,encodes_GeP
Q18060641,Q21149941,encodes_GeP
Q18060641,Q21122518,encodes_GeP
Q18041136,Q12174,genetic-association_GgaD
Q18041136,Q21208112,encodes_GeP
Q18035228,Q21109711,encodes_GeP
Q18035228,Q21142065,encodes_GeP
Q18047174,Q21127155,encodes_GeP
Q18037071,Q21115515,encodes_GeP
Q18026329,Q21103186,encodes_GeP
Q18031124,Q21122693,encodes_GeP
Q18052571,Q21111869,encodes_GeP
Q14864006,Q318896,encodes_GeP
Q18034307,Q21119687,encodes_GeP
Q18049629,Q21132655,encodes_GeP
Q18036102,Q21116531,encodes_GeP
Q18036102,Q21139261,encodes_GeP
Q18035530,Q21114044,encodes_GeP
Q18036960,Q21102752,encodes_GeP
Q18026212,Q21106179,encodes_GeP
Q18026212,Q21140747,encodes_GeP
Q17816379,Q12202,genetic-association_GgaD
Q17816379,Q21116457,encodes_GeP
Q17816379,Q21137641,encodes_GeP
Q18051397,Q21108131,encodes_GeP
Q20970015,Q21173596,encodes_GeP
Q18041929,Q21135265,encodes_GeP
Q18056182,Q21126072,encodes_GeP
Q18037046,Q62736,genetic-association_GgaD
Q18037046,Q21113626,encodes_GeP
Q18037046,Q21140065,encodes_GeP
Q18038735,Q21143401,encodes_GeP
Q18036050,Q21127319,encodes_GeP
Q18048776,Q21118165,encodes_GeP
Q14864068,Q419499,encodes_GeP
Q17915947,Q21111147,encodes_GeP
Q18053705,Q21118778,encodes_GeP
Q18053705,Q21151939,encodes_GeP
Q18041373,Q21118560,encodes_GeP
Q18041373,Q21139010,encodes_GeP
Q18047437,Q21106254,encodes_GeP
Q18049292,Q21150625,encodes_GeP
Q18049292,Q21173714,encodes_GeP
Q18032730,Q21126489,encodes_GeP
Q18046620,Q21112119,encodes_GeP
Q18045935,Q21172593,encodes_GeP
Q18061891,Q21118361,encodes_GeP
Q18075036,Q27591687,encodes_GeP
Q18264820,Q21173885,encodes_GeP
Q18037182,Q21105316,encodes_GeP
Q14877295,Q311568,encodes_GeP
Q14865255,Q1437419,encodes_GeP
Q14865255,Q21150816,encodes_GeP
Q18056097,Q21122944,encodes_GeP
Q18036169,Q21120530,encodes_GeP
Q18028997,Q21113404,encodes_GeP
Q18028997,Q21147612,encodes_GeP
Q18035621,Q21123623,encodes_GeP
Q18035621,Q21117646,encodes_GeP
Q18035621,Q21141079,encodes_GeP
Q18035828,Q21136857,encodes_GeP
Q18044293,Q21174266,encodes_GeP
Q18056106,Q21108450,encodes_GeP
Q18061836,Q21119177,encodes_GeP
Q18047331,Q21117724,encodes_GeP
Q18030180,Q206901,genetic-association_GgaD
Q18030180,Q21109876,encodes_GeP
Q18030180,Q21139302,encodes_GeP
Q18031501,Q206901,genetic-association_GgaD
Q18031501,Q21136003,encodes_GeP
Q18047350,Q21100300,encodes_GeP
Q18041505,Q21115523,encodes_GeP
Q18041505,Q21141322,encodes_GeP
Q18038147,Q21130956,encodes_GeP
Q18031313,Q21131898,encodes_GeP
Q18047905,Q21113624,encodes_GeP
Q18047905,Q21141199,encodes_GeP
Q18047905,Q21150895,encodes_GeP
Q18060989,Q27592603,encodes_GeP
Q18034739,Q21118694,encodes_GeP
Q18034739,Q21140165,encodes_GeP
Q18031490,Q21106465,encodes_GeP
Q18031490,Q21151419,encodes_GeP
Q18031722,Q21126973,encodes_GeP
Q18031722,Q21141185,encodes_GeP
Q18045549,Q21202979,encodes_GeP
Q18048848,Q21105903,encodes_GeP
Q18048693,Q21134622,encodes_GeP
Q18048693,Q21151216,encodes_GeP
Q18036155,Q21100462,encodes_GeP
Q18035547,Q21125100,encodes_GeP
Q18033254,Q21108463,encodes_GeP
Q18045495,Q21111721,encodes_GeP
Q18035963,Q21097347,encodes_GeP
Q18035963,Q21141766,encodes_GeP
Q18049590,Q21113573,encodes_GeP
Q18031662,Q21122808,encodes_GeP
Q14904891,Q419576,encodes_GeP
Q14904891,Q21137264,encodes_GeP
Q18048881,Q21100684,encodes_GeP
Q18039747,Q21105572,encodes_GeP
Q18030636,Q21125168,encodes_GeP
Q18030636,Q21140506,encodes_GeP
Q18049666,Q12174,genetic-association_GgaD
Q18049666,Q21124046,encodes_GeP
Q18056596,Q21122007,encodes_GeP
Q18298942,Q21112901,encodes_GeP
Q18038672,Q21114542,encodes_GeP
Q18038672,Q21141386,encodes_GeP
Q18032518,Q8072296,encodes_GeP
Q18032518,Q21113247,encodes_GeP
Q18048658,Q21131542,encodes_GeP
Q18051390,Q21109503,encodes_GeP
Q18051390,Q21141436,encodes_GeP
Q18051390,Q21142550,encodes_GeP
Q17927055,Q21114467,encodes_GeP
Q18029196,Q21105703,encodes_GeP
Q18046062,Q21159948,encodes_GeP
Q18061275,Q21117370,encodes_GeP
Q15311524,Q571999,encodes_GeP
Q18052828,Q21172655,encodes_GeP
Q18036641,Q21119092,encodes_GeP
Q18036641,Q21145144,encodes_GeP
Q18040362,Q21131889,encodes_GeP
Q18040362,Q21150815,encodes_GeP
Q18035162,Q22676585,encodes_GeP
Q18032789,Q21100588,encodes_GeP
Q18043110,Q12174,genetic-association_GgaD
Q18043110,Q21115067,encodes_GeP
Q18080783,Q27590588,encodes_GeP
Q14912643,Q202387,genetic-association_GgaD
Q14912643,Q844935,genetic-association_GgaD
Q14912643,Q7119501,encodes_GeP
Q18047641,Q21141148,encodes_GeP
Q18047641,Q21148703,encodes_GeP
Q18047641,Q21171412,encodes_GeP
Q18052339,Q21136585,encodes_GeP
Q18031828,Q21122838,encodes_GeP
Q18058053,Q27592037,encodes_GeP
Q18036957,Q12174,genetic-association_GgaD
Q18036957,Q21120054,encodes_GeP
Q18036957,Q21142904,encodes_GeP
Q18039832,Q21130923,encodes_GeP
Q18041479,Q21105694,encodes_GeP
Q14881093,Q3980083,encodes_GeP
Q18036538,Q131749,genetic-association_GgaD
Q18036538,Q21207428,encodes_GeP
Q18055346,Q21110564,encodes_GeP
Q18057596,Q21105475,encodes_GeP
Q17909141,Q21207322,encodes_GeP
Q18035397,Q21113217,encodes_GeP
Q18030245,Q21118970,encodes_GeP
Q18056448,Q21135403,encodes_GeP
Q18068543,Q27592514,encodes_GeP
Q18043191,Q21115474,encodes_GeP
Q18057471,Q21110636,encodes_GeP
Q18053445,Q21115889,encodes_GeP
Q18065895,Q27590888,encodes_GeP
Q18047543,Q21119410,encodes_GeP
Q18044455,Q21105351,encodes_GeP
Q18044455,Q21140956,encodes_GeP
Q15996609,Q21101058,encodes_GeP
Q18051987,Q21124795,encodes_GeP
Q18039666,Q12174,genetic-association_GgaD
Q18039666,Q21113025,encodes_GeP
Q18039666,Q21114333,encodes_GeP
Q18054943,Q21140484,encodes_GeP
Q18054943,Q21483711,encodes_GeP
Q18045290,Q21135815,encodes_GeP
Q17916042,Q21130602,encodes_GeP
Q18041531,Q21126643,encodes_GeP
Q18046718,Q21123027,encodes_GeP
Q18036489,Q21125536,encodes_GeP
Q18049425,Q21134376,encodes_GeP
Q18035405,Q21136810,encodes_GeP
Q18032611,Q21111365,encodes_GeP
Q18049998,Q21131185,encodes_GeP
Q18042054,Q21207927,encodes_GeP
Q15323251,Q7119000,encodes_GeP
Q18053833,Q21120371,encodes_GeP
Q14860550,Q410473,encodes_GeP
Q14860550,Q21140279,encodes_GeP
Q18050006,Q21130855,encodes_GeP
Q18037241,Q21134583,encodes_GeP
Q18042037,Q21119040,encodes_GeP
Q18046597,Q21122287,encodes_GeP
Q18046597,Q21143119,encodes_GeP
Q18037044,Q21117265,encodes_GeP
Q18056722,Q21130457,encodes_GeP
Q18027592,Q22677926,encodes_GeP
Q14905564,Q41861,genetic-association_GgaD
Q14905564,Q420024,encodes_GeP
Q14905564,Q1054718,genetic-association_GgaD
Q14905564,Q21141829,encodes_GeP
Q18033550,Q21112504,encodes_GeP
Q18033073,Q21131341,encodes_GeP
Q18033073,Q21140297,encodes_GeP
Q18032683,Q21115944,encodes_GeP
Q18032683,Q21148362,encodes_GeP
Q18042977,Q21141753,encodes_GeP
Q18042977,Q21174454,encodes_GeP
Q18041958,Q21122040,encodes_GeP
Q18041958,Q21137075,encodes_GeP
Q18041958,Q21139135,encodes_GeP
Q18042582,Q21119001,encodes_GeP
Q18024871,Q21112469,encodes_GeP
Q18024871,Q21151029,encodes_GeP
Q17709194,Q21102082,encodes_GeP
Q18065869,Q27592155,encodes_GeP
Q18066166,Q27592675,encodes_GeP
Q18033484,Q21101831,encodes_GeP
Q18033484,Q21139622,encodes_GeP
Q18052012,Q21118792,encodes_GeP
Q18057024,Q21120187,encodes_GeP
Q17909834,Q181257,genetic-association_GgaD
Q17909834,Q21143725,encodes_GeP
Q17709299,Q21096355,encodes_GeP
Q17709299,Q21150569,encodes_GeP
Q18048938,Q21109955,encodes_GeP
Q18052573,Q21109911,encodes_GeP
Q18051481,Q21100678,encodes_GeP
Q18055194,Q21124040,encodes_GeP
Q18032928,Q21108128,encodes_GeP
Q18041330,Q21134421,encodes_GeP
Q18041330,Q21149703,encodes_GeP
Q18057371,Q21106481,encodes_GeP
Q18057371,Q21140374,encodes_GeP
Q18033945,Q21119244,encodes_GeP
Q17908052,Q21102483,encodes_GeP
Q18052447,Q21121257,encodes_GeP
Q18056698,Q21102149,encodes_GeP
Q18034073,Q21110230,encodes_GeP
Q18034073,Q21117598,encodes_GeP
Q18041328,Q21136301,encodes_GeP
Q18034948,Q21104840,encodes_GeP
Q20970154,Q1649375,encodes_GeP
Q20969991,Q408499,encodes_GeP
Q20969991,Q21146924,encodes_GeP
Q15334980,Q7118116,encodes_GeP
Q15334980,Q21117782,encodes_GeP
Q18028386,Q21118521,encodes_GeP
Q18042954,Q21113548,encodes_GeP
Q18044520,Q21114673,encodes_GeP
Q18026305,Q21132862,encodes_GeP
Q18028722,Q22677404,encodes_GeP
Q18036033,Q21118637,encodes_GeP
Q18069026,Q27590962,encodes_GeP
Q20970118,Q21131011,encodes_GeP
Q18035022,Q21132109,encodes_GeP
Q18035022,Q21139021,encodes_GeP
Q18042380,Q21131689,encodes_GeP
Q2745322,Q11081,genetic-association_GgaD
Q2745322,Q21109306,encodes_GeP
Q18028742,Q21136208,encodes_GeP
Q18035954,Q21118387,encodes_GeP
Q18042305,Q21126504,encodes_GeP
Q18031434,Q21125448,encodes_GeP
Q18031434,Q21171722,encodes_GeP
Q18048509,Q21133852,encodes_GeP
Q18048509,Q21149342,encodes_GeP
Q18057989,Q21126268,encodes_GeP
Q18041081,Q21134291,encodes_GeP
Q20772272,Q27590740,encodes_GeP
Q20772272,Q27590741,encodes_GeP
Q18041305,Q133772,genetic-association_GgaD
Q18041305,Q21136010,encodes_GeP
Q18039593,Q21120765,encodes_GeP
Q14903153,Q12174,genetic-association_GgaD
Q14903153,Q699997,encodes_GeP
Q18035183,Q21123521,encodes_GeP
Q18035183,Q21144045,encodes_GeP
Q18036501,Q21106510,encodes_GeP
Q18031987,Q7799753,encodes_GeP
Q18031987,Q21138097,encodes_GeP
Q20781983,Q27591994,encodes_GeP
Q18033113,Q21124606,encodes_GeP
Q18066182,Q27590819,encodes_GeP
Q18034949,Q21103240,encodes_GeP
Q18034949,Q21148320,encodes_GeP
Q18034949,Q21144576,encodes_GeP
Q18053160,Q21133262,encodes_GeP
Q18039692,Q21115999,encodes_GeP
Q18028138,Q21107877,encodes_GeP
Q18045813,Q21122147,encodes_GeP
Q18046257,Q21114929,encodes_GeP
Q18046493,Q21134263,encodes_GeP
Q18046493,Q21149705,encodes_GeP
Q18039704,Q21173423,encodes_GeP
Q18030411,Q21123239,encodes_GeP
Q18033841,Q21118505,encodes_GeP
Q18040274,Q21132772,encodes_GeP
Q20970082,Q21122082,encodes_GeP
Q20970082,Q21140835,encodes_GeP
Q20970082,Q21151262,encodes_GeP
Q18033927,Q21101434,encodes_GeP
Q18046045,Q21157116,encodes_GeP
Q18065833,Q27592346,encodes_GeP
Q18039674,Q21106527,encodes_GeP
Q18039674,Q21130692,encodes_GeP
Q18041358,Q21119266,encodes_GeP
Q18058781,Q21122136,encodes_GeP
Q18055528,Q21202206,encodes_GeP
Q4201965,Q21105257,encodes_GeP
Q4201965,Q21145034,encodes_GeP
Q18043170,Q21118576,encodes_GeP
Q17927936,Q21130731,encodes_GeP
Q17927936,Q18553797,genetic-association_GgaD
Q18039526,Q21124453,encodes_GeP
Q20771020,Q27591035,encodes_GeP
Q18038243,Q21122529,encodes_GeP
Q18046661,Q21124241,encodes_GeP
Q18046661,Q21148257,encodes_GeP
Q18034917,Q21121358,encodes_GeP
Q18061673,Q21136611,encodes_GeP
Q18061673,Q21139115,encodes_GeP
Q18030683,Q21100333,encodes_GeP
Q14913170,Q5572421,encodes_GeP
Q17826616,Q21115367,encodes_GeP
Q18039438,Q21151087,encodes_GeP
Q18028337,Q21119890,encodes_GeP
Q18057727,Q21135098,encodes_GeP
Q18033284,Q8277,genetic-association_GgaD
Q18033284,Q21135801,encodes_GeP
Q18052983,Q21174114,encodes_GeP
Q18031237,Q21172216,encodes_GeP
Q18027694,Q11081,genetic-association_GgaD
Q18029137,Q22676925,encodes_GeP
Q18033696,Q4104271,encodes_GeP
Q18033068,Q21110344,encodes_GeP
Q18041947,Q21121731,encodes_GeP
Q18041947,Q21141151,encodes_GeP
Q18041947,Q21139974,encodes_GeP
Q18046576,Q12174,genetic-association_GgaD
Q18046576,Q21115538,encodes_GeP
Q18046721,Q12174,genetic-association_GgaD
Q18046721,Q21114430,encodes_GeP
Q18046704,Q21107682,encodes_GeP
Q18026277,Q21118189,encodes_GeP
Q14914370,Q5049057,encodes_GeP
Q18052525,Q21122392,encodes_GeP
Q18052525,Q21151045,encodes_GeP
Q14912445,Q324464,genetic-association_GgaD
Q14912445,Q909331,encodes_GeP
Q14912445,Q18556865,genetic-association_GgaD
Q18045166,Q21119490,encodes_GeP
Q18045166,Q21144226,encodes_GeP
Q18053074,Q18554216,genetic-association_GgaD
Q18045835,Q22676866,encodes_GeP
Q18056902,Q21133400,encodes_GeP
Q18035524,Q21132320,encodes_GeP
Q18035524,Q21152280,encodes_GeP
Q18047506,Q21117024,encodes_GeP
Q18023652,Q21140433,encodes_GeP
Q18023652,Q22676970,encodes_GeP
Q18058027,Q27592440,encodes_GeP
Q18066183,Q27591124,encodes_GeP
Q18040023,Q21107747,encodes_GeP
Q18040939,Q21106765,encodes_GeP
Q18042721,Q21120394,encodes_GeP
Q18042721,Q21145919,encodes_GeP
Q20970083,Q21122080,encodes_GeP
Q18035416,Q21131460,encodes_GeP
Q18040093,Q21115733,encodes_GeP
Q18041915,Q21097412,encodes_GeP
Q18051089,Q21125179,encodes_GeP
Q18035859,Q21151816,encodes_GeP
Q18035859,Q21172873,encodes_GeP
Q18037870,Q21122176,encodes_GeP
Q18037870,Q21140357,encodes_GeP
Q17928227,Q21150937,encodes_GeP
Q17928227,Q21172240,encodes_GeP
Q18047558,Q21131453,encodes_GeP
Q18047558,Q21138453,encodes_GeP
Q18048647,Q21174370,encodes_GeP
Q18030400,Q21119696,encodes_GeP
Q18030421,Q21123230,encodes_GeP
Q5260069,Q21101098,encodes_GeP
Q18055255,Q12174,genetic-association_GgaD
Q18055255,Q199804,genetic-association_GgaD
Q18055255,Q21110254,encodes_GeP
Q18055255,Q21152272,encodes_GeP
Q18033967,Q21121737,encodes_GeP
Q18052359,Q21102374,encodes_GeP
Q18037557,Q21119131,encodes_GeP
Q18050455,Q21132176,encodes_GeP
Q18050659,Q21118607,encodes_GeP
Q18059189,Q27591718,encodes_GeP
Q18037586,Q21114842,encodes_GeP
Q20763009,Q27592245,encodes_GeP
Q18030967,Q11081,genetic-association_GgaD
Q18030967,Q830308,genetic-association_GgaD
Q18030967,Q21132881,encodes_GeP
Q18056021,Q21110278,encodes_GeP
Q18027847,Q21113124,encodes_GeP
Q18044433,Q21119345,encodes_GeP
Q18031403,Q21124819,encodes_GeP
Q17858168,Q8277,genetic-association_GgaD
Q17858168,Q21113034,encodes_GeP
Q18037165,Q21113190,encodes_GeP
Q18065875,Q27592256,encodes_GeP
Q18040116,Q21105171,encodes_GeP
Q18031520,Q41112,genetic-association_GgaD
Q18031520,Q21114341,encodes_GeP
Q18075121,Q27590581,encodes_GeP
Q18045497,Q21137570,encodes_GeP
Q18045497,Q21173718,encodes_GeP
Q17853272,Q421651,encodes_GeP
Q18032911,Q21109564,encodes_GeP
Q18039685,Q21116836,encodes_GeP
Q18045905,Q21125102,encodes_GeP
Q18052290,Q15996548,encodes_GeP
Q18052290,Q21141135,encodes_GeP
Q18051799,Q21136770,encodes_GeP
Q18059454,Q21100908,encodes_GeP
Q18061876,Q21105927,encodes_GeP
Q18061876,Q21139921,encodes_GeP
Q17916814,Q21118304,encodes_GeP
Q18047162,Q21117103,encodes_GeP
Q20970017,Q21140230,encodes_GeP
Q18051443,Q21110669,encodes_GeP
Q18068621,Q27591962,encodes_GeP
Q18031232,Q21133560,encodes_GeP
Q18031232,Q21149674,encodes_GeP
Q18039869,Q21135785,encodes_GeP
Q18031985,Q21141626,encodes_GeP
Q18031985,Q22677740,encodes_GeP
Q18056405,Q21122182,encodes_GeP
Q18034214,Q945930,genetic-association_GgaD
Q18034214,Q21172758,encodes_GeP
Q18031262,Q21134215,encodes_GeP
Q18034618,Q21112036,encodes_GeP
Q18034618,Q21149735,encodes_GeP
Q14912592,Q7062526,encodes_GeP
Q18067962,Q21113565,encodes_GeP
Q18049785,Q21115392,encodes_GeP
Q18049785,Q21140156,encodes_GeP
Q17855597,Q21155041,encodes_GeP
Q18042723,Q21105690,encodes_GeP
Q18046178,Q21104862,encodes_GeP
Q18054336,Q21118277,encodes_GeP
Q18054336,Q21140293,encodes_GeP
Q18052239,Q21110506,encodes_GeP
Q18024851,Q21112436,encodes_GeP
Q18024851,Q21149668,encodes_GeP
Q18045859,Q21133160,encodes_GeP
Q18041685,Q21134252,encodes_GeP
Q18053592,Q21119378,encodes_GeP
Q18062977,Q21118122,encodes_GeP
Q18036514,Q21120072,encodes_GeP
Q18036514,Q21136950,encodes_GeP
Q18037683,Q12174,genetic-association_GgaD
Q18037683,Q21130913,encodes_GeP
Q18041800,Q21201809,encodes_GeP
Q18059071,Q21116990,encodes_GeP
Q18053079,Q52849,genetic-association_GgaD
Q18053079,Q21105169,encodes_GeP
Q5010022,Q21117113,encodes_GeP
Q20775441,Q27592173,encodes_GeP
Q18049206,Q21130907,encodes_GeP
Q18055634,Q21118444,encodes_GeP
Q18040470,Q21105697,encodes_GeP
Q18068897,Q27592512,encodes_GeP
Q18047987,Q21115457,encodes_GeP
Q18032963,Q21109717,encodes_GeP
Q18055512,Q21119307,encodes_GeP
Q14912011,Q205986,encodes_GeP
Q14912011,Q21138209,encodes_GeP
Q18046399,Q21116424,encodes_GeP
Q18041488,Q21100959,encodes_GeP
Q18056759,Q21121010,encodes_GeP
Q18059154,Q27591238,encodes_GeP
Q14913548,Q5517829,encodes_GeP
Q14913548,Q21144074,encodes_GeP
Q18056857,Q21124170,encodes_GeP
Q18053511,Q21120769,encodes_GeP
Q18053511,Q21149518,encodes_GeP
Q18063400,Q21118917,encodes_GeP
Q18063400,Q21133219,encodes_GeP
Q18055262,Q21111744,encodes_GeP
Q18053164,Q21110234,encodes_GeP
Q18053506,Q21106104,encodes_GeP
Q18048185,Q21125241,encodes_GeP
Q18035127,Q21118039,encodes_GeP
Q18035127,Q21140567,encodes_GeP
Q17859703,Q21131199,encodes_GeP
Q17859703,Q21149683,encodes_GeP
Q18055397,Q21105990,encodes_GeP
Q18045244,Q21103208,encodes_GeP
Q18065521,Q21135872,encodes_GeP
Q18029158,Q18554216,genetic-association_GgaD
Q18029158,Q21120857,encodes_GeP
Q18030840,Q21123797,encodes_GeP
Q18032930,Q5205769,encodes_GeP
Q18032930,Q21141713,encodes_GeP
Q18054103,Q21109146,encodes_GeP
Q18049186,Q21136765,encodes_GeP
Q18049186,Q21147908,encodes_GeP
Q18028054,Q21121468,encodes_GeP
Q18050732,Q21101978,encodes_GeP
Q15314373,Q7394879,encodes_GeP
Q18032454,Q21174442,encodes_GeP
Q18047096,Q12202,genetic-association_GgaD
Q18047096,Q21105326,encodes_GeP
Q18047096,Q21137046,encodes_GeP
Q14890118,Q222634,genetic-association_GgaD
Q14890118,Q5973476,encodes_GeP
Q18050033,Q206901,genetic-association_GgaD
Q18050033,Q21115709,encodes_GeP
Q18050033,Q21140541,encodes_GeP
Q18055301,Q21100827,encodes_GeP
Q18031630,Q21132583,encodes_GeP
Q17710525,Q4734892,encodes_GeP
Q18028282,Q21133359,encodes_GeP
Q18032943,Q21112920,encodes_GeP
Q18040540,Q21118804,encodes_GeP
Q18040540,Q21152300,encodes_GeP
Q20764432,Q21136235,encodes_GeP
Q18050441,Q21118757,encodes_GeP
Q18031096,Q21127023,encodes_GeP
Q18045915,Q21116893,encodes_GeP
Q18062527,Q27592119,encodes_GeP
Q18046048,Q8277,genetic-association_GgaD
Q18046048,Q181391,genetic-association_GgaD
Q18046048,Q21159927,encodes_GeP
Q18052982,Q21174087,encodes_GeP
Q18035485,Q21131543,encodes_GeP
Q18030371,Q21121842,encodes_GeP
Q18031461,Q21157680,encodes_GeP
Q18056437,Q21136027,encodes_GeP
Q20781999,Q27592434,encodes_GeP
Q18036557,Q21119474,encodes_GeP
Q18036557,Q21150951,encodes_GeP
Q18035544,Q2100344,encodes_GeP
Q18039806,Q21118916,encodes_GeP
Q18040657,Q21172214,encodes_GeP
Q18038211,Q21135669,encodes_GeP
Q18038305,Q21118058,encodes_GeP
Q18042236,Q21133495,encodes_GeP
Q18043179,Q21100700,encodes_GeP
Q18053920,Q21136212,encodes_GeP
Q18029094,Q6787873,encodes_GeP
Q18029094,Q21139719,encodes_GeP
Q18036604,Q21124942,encodes_GeP
Q14906152,Q14906151,encodes_GeP
Q14906152,Q21152131,encodes_GeP
Q14906152,Q22683570,encodes_GeP
Q18065931,Q27590849,encodes_GeP
Q18035899,Q21097428,encodes_GeP
Q18035899,Q21110603,encodes_GeP
Q18081153,Q27591266,encodes_GeP
Q18034557,Q21106545,encodes_GeP
Q18030726,Q21115006,encodes_GeP
Q18049680,Q21124726,encodes_GeP
Q18026530,Q21135380,encodes_GeP
Q18068798,Q27591833,encodes_GeP
Q18034612,Q21106622,encodes_GeP
Q18042300,Q21121134,encodes_GeP
Q18053408,Q21117874,encodes_GeP
Q18037708,Q10863074,genetic-association_GgaD
Q18037708,Q21133202,encodes_GeP
Q18054683,Q21130946,encodes_GeP
Q18030230,Q21110113,encodes_GeP
Q18066116,Q27592531,encodes_GeP
Q18034056,Q21135951,encodes_GeP
Q18032980,Q21124843,encodes_GeP
Q21179583,Q21201161,encodes_GeP
Q18047301,Q21110935,encodes_GeP
Q18046216,Q21105570,encodes_GeP
Q18046216,Q21133053,encodes_GeP
Q18049197,Q21174332,encodes_GeP
Q14914599,Q2364112,encodes_GeP
Q14914599,Q18553852,genetic-association_GgaD
Q18053487,Q21106048,encodes_GeP
Q17854978,Q12174,genetic-association_GgaD
Q17854978,Q41861,genetic-association_GgaD
Q17854978,Q21111796,encodes_GeP
Q18035843,Q5201201,encodes_GeP
Q18057997,Q21112437,encodes_GeP
Q18049475,Q21122083,encodes_GeP
Q18047604,Q62736,genetic-association_GgaD
Q18047604,Q21116404,encodes_GeP
Q18047604,Q21142257,encodes_GeP
Q18047604,Q21151836,encodes_GeP
Q18027596,Q21112584,encodes_GeP
Q18030335,Q132971,genetic-association_GgaD
Q18030335,Q21152127,encodes_GeP
Q18053309,Q21136790,encodes_GeP
Q18030488,Q21120434,encodes_GeP
Q18030488,Q21140061,encodes_GeP
Q18037061,Q21117392,encodes_GeP
Q18041897,Q18553797,genetic-association_GgaD
Q18041897,Q21119910,encodes_GeP
Q18058075,Q27591132,encodes_GeP
Q18054768,Q21135850,encodes_GeP
Q18035541,Q21120020,encodes_GeP
Q18035541,Q22679931,encodes_GeP
Q18038345,Q21120382,encodes_GeP
Q18043054,Q21135993,encodes_GeP
Q18034655,Q21135097,encodes_GeP
Q18034655,Q21146826,encodes_GeP
Q18046029,Q21103121,encodes_GeP
Q18046029,Q21139626,encodes_GeP
Q18059632,Q21108831,encodes_GeP
Q18047741,Q21106890,encodes_GeP
Q18034681,Q21119393,encodes_GeP
Q18068229,Q27591496,encodes_GeP
Q15997047,Q21135401,encodes_GeP
Q18034347,Q21111778,encodes_GeP
Q18047509,Q21116007,encodes_GeP
Q18049392,Q21109891,encodes_GeP
Q18052604,Q21111301,encodes_GeP
Q18032443,Q21141861,encodes_GeP
Q18032443,Q21173662,encodes_GeP
Q17909180,Q1054718,genetic-association_GgaD
Q17909180,Q21109242,encodes_GeP
Q18049571,Q21126770,encodes_GeP
Q18054352,Q21135767,encodes_GeP
Q18039651,Q21105663,encodes_GeP
Q18073716,Q21130751,encodes_GeP
Q18044308,Q21121627,encodes_GeP
Q18038814,Q21117202,encodes_GeP
Q18029287,Q21122407,encodes_GeP
Q18034745,Q21116515,encodes_GeP
Q18034745,Q21141790,encodes_GeP
Q18048671,Q21136784,encodes_GeP
Q18048671,Q21140077,encodes_GeP
Q18031842,Q21111253,encodes_GeP
Q18032944,Q21111152,encodes_GeP
Q18032944,Q21149146,encodes_GeP
Q18032347,Q21173265,encodes_GeP
Q20970203,Q21133772,encodes_GeP
Q18035389,Q21173387,encodes_GeP
Q18042074,Q21111219,encodes_GeP
Q18042074,Q21140136,encodes_GeP
Q14905324,Q1485,genetic-association_GgaD
Q14905324,Q3799301,encodes_GeP
Q14905324,Q21140500,encodes_GeP
Q18051425,Q21114477,encodes_GeP
Q18051425,Q21143333,encodes_GeP
Q20771259,Q27591363,encodes_GeP
Q20771259,Q27591366,encodes_GeP
Q20771259,Q27591360,encodes_GeP
Q18030808,Q21119757,encodes_GeP
Q14882338,Q905435,encodes_GeP
Q18041777,Q21112571,encodes_GeP
Q18041777,Q21147909,encodes_GeP
Q17861687,Q21112800,encodes_GeP
Q17861687,Q21145522,encodes_GeP
Q18032945,Q21112917,encodes_GeP
Q18051801,Q21113276,encodes_GeP
Q17910365,Q21137654,encodes_GeP
Q17910365,Q21174566,encodes_GeP
Q14912280,Q47912,genetic-association_GgaD
Q14912280,Q5011104,encodes_GeP
Q14912280,Q18556059,genetic-association_GgaD
Q14912280,Q21139296,encodes_GeP
Q18051880,Q1472,genetic-association_GgaD
Q18051880,Q1477,genetic-association_GgaD
Q18051880,Q52849,genetic-association_GgaD
Q18051880,Q179945,genetic-association_GgaD
Q18051880,Q917447,genetic-association_GgaD
Q18051880,Q15996701,encodes_GeP
Q18026830,Q21113930,encodes_GeP
Q14821391,Q170617,encodes_GeP
Q18036470,Q520127,genetic-association_GgaD
Q18036470,Q21131511,encodes_GeP
Q18030250,Q7331102,genetic-association_GgaD
Q18030250,Q21105814,encodes_GeP
Q18034972,Q21115906,encodes_GeP
Q18040266,Q21140597,encodes_GeP
Q18040266,Q21110878,encodes_GeP
Q18049219,Q41112,genetic-association_GgaD
