:END_ID,:START_ID,:TYPE
Q417909,Q21124061,physically-interacts-with_PpiwC
Q421136,Q424401,physically-interacts-with_PpiwC
Q6821618,Q21113337,physically-interacts-with_PpiwC
Q21098843,Q21174141,physically-interacts-with_PpiwC
Q410431,Q1949517,physically-interacts-with_PpiwC
Q410728,Q21113313,physically-interacts-with_PpiwC
Q1169561,Q4639596,physically-interacts-with_PpiwC
Q6917202,Q5629167,physically-interacts-with_PpiwC
Q178450,Q308856,physically-interacts-with_PpiwC
Q125083,Q21123247,physically-interacts-with_PpiwC
Q221174,Q4639596,physically-interacts-with_PpiwC
Q132621,Q21172213,physically-interacts-with_PpiwC
Q5204539,Q21115052,physically-interacts-with_PpiwC
Q7120732,Q7834290,physically-interacts-with_PpiwC
Q410195,Q21119157,physically-interacts-with_PpiwC
Q190067,Q21106691,physically-interacts-with_PpiwC
Q6592038,Q21115043,physically-interacts-with_PpiwC
Q7157043,Q21108785,physically-interacts-with_PpiwC
Q411188,Q4734891,physically-interacts-with_PpiwC
Q244408,Q5201201,physically-interacts-with_PpiwC
Q170304,Q21155668,physically-interacts-with_PpiwC
Q418050,Q12746346,physically-interacts-with_PpiwC
Q4596857,Q21116946,physically-interacts-with_PpiwC
Q414914,Q904241,physically-interacts-with_PpiwC
Q418480,Q21115046,physically-interacts-with_PpiwC
Q8042940,Q7073181,physically-interacts-with_PpiwC
Q7917084,Q4847907,physically-interacts-with_PpiwC
Q7268283,Q1949517,physically-interacts-with_PpiwC
Q407308,Q21108402,physically-interacts-with_PpiwC
Q20817244,Q4639596,physically-interacts-with_PpiwC
Q218820,Q12746346,physically-interacts-with_PpiwC
Q411022,Q410142,physically-interacts-with_PpiwC
Q6592076,Q4847900,physically-interacts-with_PpiwC
Q26963,Q4639596,physically-interacts-with_PpiwC
Q19597008,Q21114845,physically-interacts-with_PpiwC
Q4835633,Q416336,physically-interacts-with_PpiwC
Q5010989,Q21173207,physically-interacts-with_PpiwC
Q570757,Q21173381,physically-interacts-with_PpiwC
Q487086,Q21109355,physically-interacts-with_PpiwC
Q4651471,Q21114578,physically-interacts-with_PpiwC
Q417542,Q21114576,physically-interacts-with_PpiwC
Q210402,Q408572,physically-interacts-with_PpiwC
Q4890814,Q21109363,physically-interacts-with_PpiwC
Q4639580,Q21109359,physically-interacts-with_PpiwC
Q424446,Q21115046,physically-interacts-with_PpiwC
Q2993328,Q21123216,physically-interacts-with_PpiwC
Q417765,Q21119653,physically-interacts-with_PpiwC
Q2550553,Q21102075,physically-interacts-with_PpiwC
Q411188,Q8083989,physically-interacts-with_PpiwC
Q4327722,Q7671479,physically-interacts-with_PpiwC
Q1281020,Q21103198,physically-interacts-with_PpiwC
Q6554172,Q21100810,physically-interacts-with_PpiwC
Q18355303,Q21116162,physically-interacts-with_PpiwC
Q15634074,Q21114582,physically-interacts-with_PpiwC
Q8042940,Q7317662,physically-interacts-with_PpiwC
Q410546,Q5401858,physically-interacts-with_PpiwC
Q417909,Q4734887,physically-interacts-with_PpiwC
Q2823281,Q21202200,physically-interacts-with_PpiwC
Q423437,Q410142,physically-interacts-with_PpiwC
Q393339,Q4897175,physically-interacts-with_PpiwC
Q418101,Q6714411,physically-interacts-with_PpiwC
Q4734060,Q21125253,physically-interacts-with_PpiwC
Q4644273,Q21109355,physically-interacts-with_PpiwC
Q415997,Q21126777,physically-interacts-with_PpiwC
Q410728,Q21115052,physically-interacts-with_PpiwC
Q15410183,Q4859538,physically-interacts-with_PpiwC
Q3496452,Q21134814,physically-interacts-with_PpiwC
Q407324,Q5198254,physically-interacts-with_PpiwC
Q426044,Q5773160,physically-interacts-with_PpiwC
Q161666,Q21115046,physically-interacts-with_PpiwC
Q4650421,Q21102111,physically-interacts-with_PpiwC
Q7131441,Q21115962,physically-interacts-with_PpiwC
Q277979,Q4822488,physically-interacts-with_PpiwC
Q57055,Q4734886,physically-interacts-with_PpiwC
Q423762,Q2034004,physically-interacts-with_PpiwC
Q4781812,Q7834290,physically-interacts-with_PpiwC
Q21098979,Q21112690,physically-interacts-with_PpiwC
Q1427742,Q21108624,physically-interacts-with_PpiwC
Q15634124,Q7923221,physically-interacts-with_PpiwC
Q167934,Q21132917,physically-interacts-with_PpiwC
Q421315,Q7671493,physically-interacts-with_PpiwC
Q7372445,Q21100360,physically-interacts-with_PpiwC
Q423515,Q424401,physically-interacts-with_PpiwC
Q408840,Q7120326,physically-interacts-with_PpiwC
Q4835633,Q21113173,physically-interacts-with_PpiwC
Q410291,Q5520260,physically-interacts-with_PpiwC
Q2735334,Q309513,physically-interacts-with_PpiwC
Q419832,Q21115605,physically-interacts-with_PpiwC
Q29417,Q21173381,physically-interacts-with_PpiwC
Q905901,Q21102593,physically-interacts-with_PpiwC
Q421304,Q21173206,physically-interacts-with_PpiwC
Q4596857,Q21109363,physically-interacts-with_PpiwC
Q408556,Q21126205,physically-interacts-with_PpiwC
Q415032,Q21115043,physically-interacts-with_PpiwC
Q4596857,Q7671477,physically-interacts-with_PpiwC
Q415563,Q21110872,physically-interacts-with_PpiwC
Q1060922,Q21118576,physically-interacts-with_PpiwC
Q413591,Q21118353,physically-interacts-with_PpiwC
Q418469,Q410142,physically-interacts-with_PpiwC
Q421910,Q21109355,physically-interacts-with_PpiwC
Q179452,Q21114819,physically-interacts-with_PpiwC
Q19597008,Q21114582,physically-interacts-with_PpiwC
Q2697578,Q5123372,physically-interacts-with_PpiwC
Q3891664,Q21108118,physically-interacts-with_PpiwC
Q917803,Q416601,physically-interacts-with_PpiwC
Q7388910,Q5500222,physically-interacts-with_PpiwC
Q3121121,Q2034004,physically-interacts-with_PpiwC
Q21098993,Q5123372,physically-interacts-with_PpiwC
Q1747559,Q21108118,physically-interacts-with_PpiwC
Q7307897,Q21150595,physically-interacts-with_PpiwC
Q4596902,Q4639596,physically-interacts-with_PpiwC
Q2014797,Q21115051,physically-interacts-with_PpiwC
Q418050,Q21159525,physically-interacts-with_PpiwC
Q7363205,Q309513,physically-interacts-with_PpiwC
Q410557,Q410142,physically-interacts-with_PpiwC
Q418192,Q21173164,physically-interacts-with_PpiwC
Q418192,Q21102124,physically-interacts-with_PpiwC
Q3473757,Q21115052,physically-interacts-with_PpiwC
Q12159611,Q21113161,physically-interacts-with_PpiwC
Q167934,Q21116162,physically-interacts-with_PpiwC
Q3324838,Q21115043,physically-interacts-with_PpiwC
Q16856203,Q21115961,physically-interacts-with_PpiwC
Q418101,Q21114585,physically-interacts-with_PpiwC
Q5134875,Q21115051,physically-interacts-with_PpiwC
Q423308,Q21113540,physically-interacts-with_PpiwC
Q415752,Q4847910,physically-interacts-with_PpiwC
Q419405,Q21115334,physically-interacts-with_PpiwC
Q416341,Q21103089,physically-interacts-with_PpiwC
Q261167,Q308856,physically-interacts-with_PpiwC
Q416602,Q3062781,physically-interacts-with_PpiwC
Q6593527,Q4847900,physically-interacts-with_PpiwC
Q155683,Q4734886,physically-interacts-with_PpiwC
Q413581,Q5123372,physically-interacts-with_PpiwC
Q61387,Q8083989,physically-interacts-with_PpiwC
Q6592047,Q21102111,physically-interacts-with_PpiwC
Q418705,Q415607,physically-interacts-with_PpiwC
Q409439,Q5520260,physically-interacts-with_PpiwC
Q286112,Q287958,physically-interacts-with_PpiwC
Q421934,Q21109363,physically-interacts-with_PpiwC
Q13415380,Q287958,physically-interacts-with_PpiwC
Q16856203,Q21126810,physically-interacts-with_PpiwC
Q5515069,Q1949517,physically-interacts-with_PpiwC
Q417824,Q21174687,physically-interacts-with_PpiwC
Q418267,Q1949517,physically-interacts-with_PpiwC
Q415081,Q14914570,physically-interacts-with_PpiwC
Q4130924,Q4639596,physically-interacts-with_PpiwC
Q426257,Q6592976,physically-interacts-with_PpiwC
Q423498,Q2844056,physically-interacts-with_PpiwC
Q620730,Q287961,physically-interacts-with_PpiwC
Q81225,Q21121368,physically-interacts-with_PpiwC
Q4836379,Q21136123,physically-interacts-with_PpiwC
Q4353252,Q21131500,physically-interacts-with_PpiwC
Q3138518,Q21115043,physically-interacts-with_PpiwC
Q416701,Q21115046,physically-interacts-with_PpiwC
Q3832559,Q4734887,physically-interacts-with_PpiwC
Q421268,Q7673856,physically-interacts-with_PpiwC
Q426081,Q21115334,physically-interacts-with_PpiwC
Q5321366,Q21112674,physically-interacts-with_PpiwC
Q210041,Q21115051,physically-interacts-with_PpiwC
Q407329,Q285613,physically-interacts-with_PpiwC
Q15633971,Q415287,physically-interacts-with_PpiwC
Q422416,Q21114341,physically-interacts-with_PpiwC
Q4596857,Q4734886,physically-interacts-with_PpiwC
Q3800087,Q2844056,physically-interacts-with_PpiwC
Q416554,Q21130508,physically-interacts-with_PpiwC
Q4836102,Q21115052,physically-interacts-with_PpiwC
Q7376558,Q21108118,physically-interacts-with_PpiwC
Q5323607,Q21113158,physically-interacts-with_PpiwC
Q3712521,Q4734894,physically-interacts-with_PpiwC
Q407541,Q287958,physically-interacts-with_PpiwC
Q5401864,Q21109355,physically-interacts-with_PpiwC
Q894611,Q2844056,physically-interacts-with_PpiwC
Q421375,Q21118356,physically-interacts-with_PpiwC
Q161666,Q22677167,physically-interacts-with_PpiwC
Q928378,Q21121816,physically-interacts-with_PpiwC
Q6584634,Q21172390,physically-interacts-with_PpiwC
Q412504,Q287958,physically-interacts-with_PpiwC
Q7272620,Q8083989,physically-interacts-with_PpiwC
Q3077150,Q21118862,physically-interacts-with_PpiwC
Q424009,Q21108118,physically-interacts-with_PpiwC
Q189522,Q21115961,physically-interacts-with_PpiwC
Q415062,Q21110867,physically-interacts-with_PpiwC
Q39111,Q410142,physically-interacts-with_PpiwC
Q7833138,Q4847910,physically-interacts-with_PpiwC
Q425120,Q21105176,physically-interacts-with_PpiwC
Q421920,Q6901317,physically-interacts-with_PpiwC
Q12127712,Q4847910,physically-interacts-with_PpiwC
Q3495231,Q21108118,physically-interacts-with_PpiwC
Q186969,Q21114582,physically-interacts-with_PpiwC
Q7388907,Q5512833,physically-interacts-with_PpiwC
Q6841079,Q21172582,physically-interacts-with_PpiwC
Q15409372,Q21110532,physically-interacts-with_PpiwC
Q6024927,Q3454531,physically-interacts-with_PpiwC
Q61387,Q4734886,physically-interacts-with_PpiwC
Q7088466,Q21126833,physically-interacts-with_PpiwC
Q218842,Q288395,physically-interacts-with_PpiwC
Q385370,Q21154358,physically-interacts-with_PpiwC
Q216935,Q21126779,physically-interacts-with_PpiwC
Q407699,Q1949517,physically-interacts-with_PpiwC
Q414986,Q21136123,physically-interacts-with_PpiwC
Q167934,Q21135787,physically-interacts-with_PpiwC
Q16829635,Q6449561,physically-interacts-with_PpiwC
Q134658,Q21113099,physically-interacts-with_PpiwC
Q410285,Q415364,physically-interacts-with_PpiwC
Q280786,Q21115043,physically-interacts-with_PpiwC
Q412504,Q7050954,physically-interacts-with_PpiwC
Q894611,Q4734887,physically-interacts-with_PpiwC
Q3332124,Q308856,physically-interacts-with_PpiwC
Q1907109,Q21108125,physically-interacts-with_PpiwC
Q416025,Q2663095,physically-interacts-with_PpiwC
Q7670627,Q4639596,physically-interacts-with_PpiwC
Q11711607,Q21126779,physically-interacts-with_PpiwC
Q413050,Q21115043,physically-interacts-with_PpiwC
Q226905,Q21108118,physically-interacts-with_PpiwC
Q407541,Q21110872,physically-interacts-with_PpiwC
Q411240,Q5520260,physically-interacts-with_PpiwC
Q407841,Q287961,physically-interacts-with_PpiwC
Q155744,Q21114578,physically-interacts-with_PpiwC
Q418050,Q415976,physically-interacts-with_PpiwC
Q5205608,Q905000,physically-interacts-with_PpiwC
Q58376,Q288797,physically-interacts-with_PpiwC
Q424151,Q5520260,physically-interacts-with_PpiwC
Q15409374,Q21135943,physically-interacts-with_PpiwC
Q411905,Q21173427,physically-interacts-with_PpiwC
Q4596902,Q7671495,physically-interacts-with_PpiwC
Q6823517,Q21159525,physically-interacts-with_PpiwC
Q411887,Q1407929,physically-interacts-with_PpiwC
Q5957181,Q21113161,physically-interacts-with_PpiwC
Q2151796,Q4639596,physically-interacts-with_PpiwC
Q4644282,Q21145932,physically-interacts-with_PpiwC
Q419550,Q21112678,physically-interacts-with_PpiwC
Q416602,Q4734886,physically-interacts-with_PpiwC
Q5159518,Q21108118,physically-interacts-with_PpiwC
Q7449140,Q21121807,physically-interacts-with_PpiwC
Q304285,Q5629167,physically-interacts-with_PpiwC
Q420590,Q288797,physically-interacts-with_PpiwC
Q6952318,Q21132915,physically-interacts-with_PpiwC
Q5014874,Q6414726,physically-interacts-with_PpiwC
Q416341,Q21115052,physically-interacts-with_PpiwC
Q774795,Q287961,physically-interacts-with_PpiwC
Q4836245,Q21109363,physically-interacts-with_PpiwC
Q2924764,Q288797,physically-interacts-with_PpiwC
Q7101736,Q4639596,physically-interacts-with_PpiwC
Q421136,Q288797,physically-interacts-with_PpiwC
Q12746295,Q21119156,physically-interacts-with_PpiwC
Q6716391,Q417801,physically-interacts-with_PpiwC
Q419550,Q21109363,physically-interacts-with_PpiwC
Q19597008,Q409867,physically-interacts-with_PpiwC
Q413591,Q2034004,physically-interacts-with_PpiwC
Q425296,Q21108118,physically-interacts-with_PpiwC
Q6952318,Q21119820,physically-interacts-with_PpiwC
Q15989037,Q21123723,physically-interacts-with_PpiwC
Q426257,Q21107052,physically-interacts-with_PpiwC
Q201872,Q5014947,physically-interacts-with_PpiwC
Q579348,Q4822491,physically-interacts-with_PpiwC
Q190875,Q21118785,physically-interacts-with_PpiwC
Q426257,Q21115965,physically-interacts-with_PpiwC
Q185253,Q21132915,physically-interacts-with_PpiwC
Q410728,Q7050954,physically-interacts-with_PpiwC
Q39111,Q424401,physically-interacts-with_PpiwC
Q209357,Q21115954,physically-interacts-with_PpiwC
Q18355303,Q21108118,physically-interacts-with_PpiwC
Q5514387,Q21115815,physically-interacts-with_PpiwC
Q420626,Q21115046,physically-interacts-with_PpiwC
Q855654,Q6594119,physically-interacts-with_PpiwC
Q4652487,Q21116162,physically-interacts-with_PpiwC
Q21098957,Q22676679,physically-interacts-with_PpiwC
Q415752,Q1949517,physically-interacts-with_PpiwC
Q416554,Q7002508,physically-interacts-with_PpiwC
Q7272620,Q7673856,physically-interacts-with_PpiwC
Q424597,Q4734894,physically-interacts-with_PpiwC
Q417884,Q7861688,physically-interacts-with_PpiwC
Q424442,Q7673856,physically-interacts-with_PpiwC
Q269111,Q4789584,physically-interacts-with_PpiwC
Q5429279,Q424031,physically-interacts-with_PpiwC
Q7339199,Q21123725,physically-interacts-with_PpiwC
Q201872,Q21115043,physically-interacts-with_PpiwC
Q367700,Q21115816,physically-interacts-with_PpiwC
Q1002165,Q21108125,physically-interacts-with_PpiwC
Q847399,Q2034004,physically-interacts-with_PpiwC
Q422252,Q21173164,physically-interacts-with_PpiwC
Q424771,Q5500223,physically-interacts-with_PpiwC
Q424442,Q21115046,physically-interacts-with_PpiwC
Q425654,Q21131500,physically-interacts-with_PpiwC
Q408977,Q21173427,physically-interacts-with_PpiwC
Q764283,Q21102146,physically-interacts-with_PpiwC
Q958087,Q7169506,physically-interacts-with_PpiwC
Q4596857,Q21100324,physically-interacts-with_PpiwC
Q416554,Q21115816,physically-interacts-with_PpiwC
Q3077150,Q6589190,physically-interacts-with_PpiwC
Q752861,Q4734894,physically-interacts-with_PpiwC
Q170304,Q21120424,physically-interacts-with_PpiwC
Q223068,Q21115819,physically-interacts-with_PpiwC
Q421862,Q1949517,physically-interacts-with_PpiwC
Q2014070,Q21115051,physically-interacts-with_PpiwC
Q407241,Q287958,physically-interacts-with_PpiwC
Q416602,Q415364,physically-interacts-with_PpiwC
Q62947,Q21115965,physically-interacts-with_PpiwC
Q3885848,Q288797,physically-interacts-with_PpiwC
Q275926,Q21110872,physically-interacts-with_PpiwC
Q7940202,Q21109218,physically-interacts-with_PpiwC
Q4836102,Q4789588,physically-interacts-with_PpiwC
Q7396015,Q4639596,physically-interacts-with_PpiwC
Q423989,Q21115051,physically-interacts-with_PpiwC
Q1207210,Q7120338,physically-interacts-with_PpiwC
Q904647,Q21108125,physically-interacts-with_PpiwC
Q393339,Q7119501,physically-interacts-with_PpiwC
Q4927426,Q288797,physically-interacts-with_PpiwC
Q415957,Q21111162,physically-interacts-with_PpiwC
Q417689,Q21115043,physically-interacts-with_PpiwC
Q415744,Q288382,physically-interacts-with_PpiwC
Q7907643,Q21120420,physically-interacts-with_PpiwC
Q191521,Q3062781,physically-interacts-with_PpiwC
Q416701,Q410142,physically-interacts-with_PpiwC
Q413581,Q21136123,physically-interacts-with_PpiwC
Q416602,Q7671495,physically-interacts-with_PpiwC
Q5014874,Q4734886,physically-interacts-with_PpiwC
Q15708331,Q21123083,physically-interacts-with_PpiwC
Q412496,Q410142,physically-interacts-with_PpiwC
Q420360,Q288797,physically-interacts-with_PpiwC
Q413581,Q4812911,physically-interacts-with_PpiwC
Q7372445,Q21113155,physically-interacts-with_PpiwC
Q415997,Q21115961,physically-interacts-with_PpiwC
Q7131441,Q1486720,physically-interacts-with_PpiwC
Q421937,Q5038044,physically-interacts-with_PpiwC
Q26763610,Q21122921,physically-interacts-with_PpiwC
Q60235,Q415364,physically-interacts-with_PpiwC
Q193213,Q21118071,physically-interacts-with_PpiwC
Q255968,Q21120423,physically-interacts-with_PpiwC
Q423308,Q7671469,physically-interacts-with_PpiwC
Q414986,Q21130911,physically-interacts-with_PpiwC
Q15427858,Q21114332,physically-interacts-with_PpiwC
Q4874027,Q21116164,physically-interacts-with_PpiwC
Q7272620,Q12746120,physically-interacts-with_PpiwC
Q5268340,Q21115816,physically-interacts-with_PpiwC
Q4567614,Q2034004,physically-interacts-with_PpiwC
Q161666,Q21107107,physically-interacts-with_PpiwC
Q275926,Q21126833,physically-interacts-with_PpiwC
Q409192,Q21172390,physically-interacts-with_PpiwC
Q180623,Q21109355,physically-interacts-with_PpiwC
Q12064249,Q21126810,physically-interacts-with_PpiwC
Q15409438,Q1949517,physically-interacts-with_PpiwC
Q5515384,Q21201294,physically-interacts-with_PpiwC
Q19597516,Q21111689,physically-interacts-with_PpiwC
Q3156953,Q5198256,physically-interacts-with_PpiwC
Q23118,Q21100360,physically-interacts-with_PpiwC
Q416341,Q21112690,physically-interacts-with_PpiwC
Q5514387,Q21121086,physically-interacts-with_PpiwC
Q416602,Q2034004,physically-interacts-with_PpiwC
Q752861,Q4639596,physically-interacts-with_PpiwC
Q579348,Q909409,physically-interacts-with_PpiwC
Q5515088,Q21109363,physically-interacts-with_PpiwC
Q570757,Q905729,physically-interacts-with_PpiwC
Q6554172,Q288382,physically-interacts-with_PpiwC
Q253187,Q21173164,physically-interacts-with_PpiwC
Q408432,Q3454531,physically-interacts-with_PpiwC
Q4850048,Q21110867,physically-interacts-with_PpiwC
Q20856948,Q21115043,physically-interacts-with_PpiwC
Q4836375,Q21120420,physically-interacts-with_PpiwC
Q19484,Q1949517,physically-interacts-with_PpiwC
Q3077150,Q4639596,physically-interacts-with_PpiwC
Q161666,Q7050954,physically-interacts-with_PpiwC
Q423308,Q21173207,physically-interacts-with_PpiwC
Q12745201,Q21118677,physically-interacts-with_PpiwC
Q7392720,Q309513,physically-interacts-with_PpiwC
Q167934,Q21111175,physically-interacts-with_PpiwC
Q413581,Q21107535,physically-interacts-with_PpiwC
Q5014875,Q415364,physically-interacts-with_PpiwC
Q284321,Q1949517,physically-interacts-with_PpiwC
Q244408,Q4734894,physically-interacts-with_PpiwC
Q17123902,Q21115051,physically-interacts-with_PpiwC
Q5277162,Q7834290,physically-interacts-with_PpiwC
Q421042,Q6901317,physically-interacts-with_PpiwC
Q7101741,Q21119575,physically-interacts-with_PpiwC
Q412699,Q21154358,physically-interacts-with_PpiwC
Q12745785,Q7671479,physically-interacts-with_PpiwC
Q8083967,Q21110872,physically-interacts-with_PpiwC
Q5199066,Q21108789,physically-interacts-with_PpiwC
Q251347,Q5773155,physically-interacts-with_PpiwC
Q3937260,Q21115051,physically-interacts-with_PpiwC
Q5065704,Q4734884,physically-interacts-with_PpiwC
Q211086,Q2819188,physically-interacts-with_PpiwC
Q408300,Q7050954,physically-interacts-with_PpiwC
Q29417,Q905729,physically-interacts-with_PpiwC
Q419405,Q5401857,physically-interacts-with_PpiwC
Q6535758,Q21173427,physically-interacts-with_PpiwC
Q58614,Q6592976,physically-interacts-with_PpiwC
Q8042940,Q5401858,physically-interacts-with_PpiwC
Q19596315,Q21115052,physically-interacts-with_PpiwC
Q6456086,Q288797,physically-interacts-with_PpiwC
Q5007568,Q21130911,physically-interacts-with_PpiwC
Q408676,Q21116164,physically-interacts-with_PpiwC
Q7681221,Q21121276,physically-interacts-with_PpiwC
Q7394936,Q288797,physically-interacts-with_PpiwC
Q22075856,Q288797,physically-interacts-with_PpiwC
Q15634130,Q21121368,physically-interacts-with_PpiwC
Q421342,Q21107443,physically-interacts-with_PpiwC
Q410557,Q21110872,physically-interacts-with_PpiwC
Q416341,Q5401857,physically-interacts-with_PpiwC
Q15149723,Q21173406,physically-interacts-with_PpiwC
Q412496,Q21115815,physically-interacts-with_PpiwC
Q410728,Q21114582,physically-interacts-with_PpiwC
Q418192,Q21100360,physically-interacts-with_PpiwC
Q6554172,Q21154358,physically-interacts-with_PpiwC
Q909745,Q5123372,physically-interacts-with_PpiwC
Q8045923,Q21136123,physically-interacts-with_PpiwC
Q418480,Q2844056,physically-interacts-with_PpiwC
Q416701,Q21123246,physically-interacts-with_PpiwC
Q407426,Q1949517,physically-interacts-with_PpiwC
Q21011234,Q21173406,physically-interacts-with_PpiwC
Q7157043,Q3062781,physically-interacts-with_PpiwC
Q7448341,Q21118071,physically-interacts-with_PpiwC
Q26963,Q7834290,physically-interacts-with_PpiwC
Q415032,Q4847910,physically-interacts-with_PpiwC
Q58375,Q5572421,physically-interacts-with_PpiwC
Q424972,Q12746120,physically-interacts-with_PpiwC
Q21506464,Q3062781,physically-interacts-with_PpiwC
Q425946,Q21114332,physically-interacts-with_PpiwC
Q4386371,Q308856,physically-interacts-with_PpiwC
Q6584634,Q5401857,physically-interacts-with_PpiwC
Q6085784,Q6594119,physically-interacts-with_PpiwC
Q3981685,Q21113330,physically-interacts-with_PpiwC
Q637059,Q311568,physically-interacts-with_PpiwC
Q186969,Q21108118,physically-interacts-with_PpiwC
Q426257,Q21118578,physically-interacts-with_PpiwC
Q12747348,Q1949517,physically-interacts-with_PpiwC
Q5057052,Q287961,physically-interacts-with_PpiwC
Q415997,Q3454525,physically-interacts-with_PpiwC
Q421862,Q908221,physically-interacts-with_PpiwC
Q258591,Q21115046,physically-interacts-with_PpiwC
Q417141,Q288395,physically-interacts-with_PpiwC
Q5358600,Q21120051,physically-interacts-with_PpiwC
Q422618,Q5446457,physically-interacts-with_PpiwC
Q425654,Q21108118,physically-interacts-with_PpiwC
Q166476,Q21172390,physically-interacts-with_PpiwC
Q7157043,Q21108118,physically-interacts-with_PpiwC
Q415997,Q21115815,physically-interacts-with_PpiwC
Q218820,Q416601,physically-interacts-with_PpiwC
Q15409374,Q21110532,physically-interacts-with_PpiwC
Q7906743,Q21114332,physically-interacts-with_PpiwC
Q3077150,Q2663095,physically-interacts-with_PpiwC
Q420360,Q5123372,physically-interacts-with_PpiwC
Q221361,Q21115052,physically-interacts-with_PpiwC
Q7119054,Q287961,physically-interacts-with_PpiwC
Q15149723,Q21116946,physically-interacts-with_PpiwC
Q3790542,Q21113310,physically-interacts-with_PpiwC
Q421709,Q4822789,physically-interacts-with_PpiwC
Q417630,Q21114585,physically-interacts-with_PpiwC
Q6374755,Q4847907,physically-interacts-with_PpiwC
Q221361,Q21172800,physically-interacts-with_PpiwC
Q416602,Q288797,physically-interacts-with_PpiwC
Q412133,Q21134814,physically-interacts-with_PpiwC
Q221361,Q415607,physically-interacts-with_PpiwC
Q620730,Q4847910,physically-interacts-with_PpiwC
Q7844989,Q5512777,physically-interacts-with_PpiwC
Q12747409,Q2034004,physically-interacts-with_PpiwC
Q7844989,Q21109355,physically-interacts-with_PpiwC
Q424446,Q4639596,physically-interacts-with_PpiwC
Q7157043,Q21107871,physically-interacts-with_PpiwC
Q18002993,Q21108118,physically-interacts-with_PpiwC
Q421136,Q21115954,physically-interacts-with_PpiwC
Q7941753,Q21115051,physically-interacts-with_PpiwC
Q18344027,Q21115043,physically-interacts-with_PpiwC
Q412443,Q21118677,physically-interacts-with_PpiwC
Q410195,Q7050954,physically-interacts-with_PpiwC
Q13415380,Q21174141,physically-interacts-with_PpiwC
Q15723091,Q21132789,physically-interacts-with_PpiwC
Q416602,Q21114576,physically-interacts-with_PpiwC
Q411022,Q21109355,physically-interacts-with_PpiwC
Q2146170,Q21126810,physically-interacts-with_PpiwC
Q209241,Q21113510,physically-interacts-with_PpiwC
Q4882925,Q21174141,physically-interacts-with_PpiwC
Q418705,Q3454531,physically-interacts-with_PpiwC
Q631202,Q21114576,physically-interacts-with_PpiwC
Q6917202,Q21119672,physically-interacts-with_PpiwC
Q8042940,Q7834290,physically-interacts-with_PpiwC
Q417942,Q287961,physically-interacts-with_PpiwC
Q903881,Q21108578,physically-interacts-with_PpiwC
Q226905,Q7050954,physically-interacts-with_PpiwC
Q423855,Q21123245,physically-interacts-with_PpiwC
Q155746,Q21102075,physically-interacts-with_PpiwC
Q409439,Q4859538,physically-interacts-with_PpiwC
Q424442,Q21100975,physically-interacts-with_PpiwC
Q415997,Q21115046,physically-interacts-with_PpiwC
Q424156,Q21109218,physically-interacts-with_PpiwC
Q5613542,Q285613,physically-interacts-with_PpiwC
Q774795,Q309513,physically-interacts-with_PpiwC
Q408732,Q3062781,physically-interacts-with_PpiwC
Q5013612,Q21109359,physically-interacts-with_PpiwC
Q1752915,Q21114578,physically-interacts-with_PpiwC
Q39111,Q21103323,physically-interacts-with_PpiwC
Q3937260,Q308856,physically-interacts-with_PpiwC
Q894611,Q4847907,physically-interacts-with_PpiwC
Q419405,Q21115043,physically-interacts-with_PpiwC
Q20856948,Q21116164,physically-interacts-with_PpiwC
Q8063121,Q4734887,physically-interacts-with_PpiwC
Q421072,Q6449561,physically-interacts-with_PpiwC
Q416602,Q21108482,physically-interacts-with_PpiwC
Q2211523,Q21114332,physically-interacts-with_PpiwC
Q7388901,Q21115046,physically-interacts-with_PpiwC
Q662511,Q7673856,physically-interacts-with_PpiwC
Q411917,Q1949517,physically-interacts-with_PpiwC
Q21098843,Q21108118,physically-interacts-with_PpiwC
Q248550,Q21100464,physically-interacts-with_PpiwC
Q416225,Q4847910,physically-interacts-with_PpiwC
Q408432,Q21121816,physically-interacts-with_PpiwC
Q10382411,Q904925,physically-interacts-with_PpiwC
Q321431,Q6590443,physically-interacts-with_PpiwC
Q4644282,Q21108118,physically-interacts-with_PpiwC
Q44804,Q21115052,physically-interacts-with_PpiwC
Q6085784,Q7050954,physically-interacts-with_PpiwC
Q579348,Q21113127,physically-interacts-with_PpiwC
Q15124168,Q21115051,physically-interacts-with_PpiwC
Q19596315,Q21115046,physically-interacts-with_PpiwC
Q7809151,Q21115046,physically-interacts-with_PpiwC
Q372539,Q21110867,physically-interacts-with_PpiwC
Q415752,Q21115998,physically-interacts-with_PpiwC
Q424477,Q21115043,physically-interacts-with_PpiwC
Q20707282,Q4036865,physically-interacts-with_PpiwC
Q15634078,Q21173608,physically-interacts-with_PpiwC
Q421381,Q1949517,physically-interacts-with_PpiwC
Q424163,Q21109359,physically-interacts-with_PpiwC
Q424869,Q21123251,physically-interacts-with_PpiwC
Q411985,Q21110942,physically-interacts-with_PpiwC
Q408588,Q410142,physically-interacts-with_PpiwC
Q415752,Q21110532,physically-interacts-with_PpiwC
Q12062335,Q2356259,physically-interacts-with_PpiwC
Q4639580,Q21116946,physically-interacts-with_PpiwC
Q410198,Q5401858,physically-interacts-with_PpiwC
Q6952318,Q1949517,physically-interacts-with_PpiwC
Q6554730,Q7671479,physically-interacts-with_PpiwC
